     2    0.11053E+04    0.49598E-01    0.17540E-05    0.34191E+01
     3    0.10431E+04    0.85030E-01    0.35087E-05    0.43225E+01
     4    0.98095E+03    0.99829E-01    0.58490E-05    0.44964E+01
     5    0.93189E+03    0.92359E-01    0.87759E-05    0.42221E+01
     6    0.89577E+03    0.71198E-01    0.12290E-04    0.37241E+01
     7    0.87053E+03    0.47229E-01    0.16393E-04    0.31483E+01
     8    0.85354E+03    0.28071E-01    0.21085E-04    0.25876E+01
     9    0.84299E+03    0.16366E-01    0.26369E-04    0.20923E+01
    10    0.83747E+03    0.10985E-01    0.32245E-04    0.16918E+01
    11    0.83561E+03    0.92306E-02    0.38715E-04    0.13993E+01
    12    0.83757E+03    0.87156E-02    0.45782E-04    0.12183E+01
    13    0.84156E+03    0.80994E-02    0.53446E-04    0.11296E+01
    14    0.84663E+03    0.71970E-02    0.61710E-04    0.11081E+01
    15    0.85311E+03    0.63167E-02    0.70576E-04    0.11352E+01
    16    0.86146E+03    0.57876E-02    0.80045E-04    0.11946E+01
    17    0.87157E+03    0.57486E-02    0.90121E-04    0.12695E+01
    18    0.88244E+03    0.60627E-02    0.10080E-03    0.13464E+01
    19    0.89489E+03    0.65286E-02    0.11210E-03    0.14172E+01
    20    0.90725E+03    0.70216E-02    0.12400E-03    0.14742E+01
    21    0.91987E+03    0.75211E-02    0.13652E-03    0.15209E+01
    22    0.93305E+03    0.81222E-02    0.14966E-03    0.15616E+01
    23    0.94657E+03    0.89212E-02    0.16341E-03    0.15985E+01
    24    0.96052E+03    0.99693E-02    0.17779E-03    0.16333E+01
    25    0.97482E+03    0.11308E-01    0.19278E-03    0.16686E+01
    26    0.98930E+03    0.12924E-01    0.20840E-03    0.17080E+01
    27    0.10042E+04    0.14762E-01    0.22465E-03    0.17503E+01
    28    0.10193E+04    0.16794E-01    0.24152E-03    0.17943E+01
    29    0.10347E+04    0.19022E-01    0.25901E-03    0.18387E+01
    30    0.10503E+04    0.21461E-01    0.27714E-03    0.18808E+01
    31    0.10661E+04    0.24100E-01    0.29590E-03    0.19177E+01
    32    0.10821E+04    0.26916E-01    0.31528E-03    0.19463E+01
    33    0.10986E+04    0.29910E-01    0.33530E-03    0.19633E+01
    34    0.11152E+04    0.33098E-01    0.35595E-03    0.19669E+01
    35    0.11319E+04    0.36491E-01    0.37723E-03    0.19603E+01
    36    0.11487E+04    0.40103E-01    0.39915E-03    0.19454E+01
    37    0.11657E+04    0.43936E-01    0.42169E-03    0.19182E+01
    38    0.11830E+04    0.47999E-01    0.44487E-03    0.18765E+01
    39    0.12007E+04    0.52307E-01    0.46868E-03    0.18228E+01
    40    0.12185E+04    0.56883E-01    0.49312E-03    0.17610E+01
    41    0.12365E+04    0.61749E-01    0.51819E-03    0.16934E+01
    42    0.12546E+04    0.66908E-01    0.54389E-03    0.16185E+01
    43    0.12727E+04    0.72357E-01    0.57023E-03    0.15334E+01
    44    0.12908E+04    0.78078E-01    0.59718E-03    0.14365E+01
    45    0.13093E+04    0.84066E-01    0.62477E-03    0.13259E+01
    46    0.13281E+04    0.90316E-01    0.65298E-03    0.11987E+01
    47    0.13469E+04    0.96828E-01    0.68182E-03    0.10564E+01
    48    0.13659E+04    0.10361E+00    0.71128E-03    0.90422E+00
    49    0.13850E+04    0.11064E+00    0.74136E-03    0.74702E+00
    50    0.14044E+04    0.11791E+00    0.77207E-03    0.58272E+00
    51    0.14241E+04    0.12538E+00    0.80339E-03    0.40750E+00
    52    0.14441E+04    0.13315E+00    0.83533E-03    0.21619E+00
    53    0.14642E+04    0.14135E+00    0.86789E-03    0.50976E-02
    54    0.14841E+04    0.14997E+00    0.90107E-03   -0.22151E+00
    55    0.15042E+04    0.15900E+00    0.93486E-03   -0.45922E+00
    56    0.15247E+04    0.16830E+00    0.96926E-03   -0.70973E+00
    57    0.15454E+04    0.17774E+00    0.10043E-02   -0.97273E+00
    58    0.15664E+04    0.18735E+00    0.10399E-02   -0.12486E+01
    59    0.15876E+04    0.19716E+00    0.10762E-02   -0.15379E+01
    60    0.16090E+04    0.20724E+00    0.11130E-02   -0.18396E+01
    61    0.16308E+04    0.21767E+00    0.11505E-02   -0.21526E+01
    62    0.16524E+04    0.22843E+00    0.11885E-02   -0.24782E+01
    63    0.16742E+04    0.23949E+00    0.12272E-02   -0.28176E+01
    64    0.16964E+04    0.25086E+00    0.12665E-02   -0.31726E+01
