2 0.10983E+04 0.54050E-01 0.17078E-05 0.10983E+04
3 0.10352E+04 0.91110E-01 0.34161E-05 0.10352E+04
4 0.97237E+03 0.10584E+00 0.56947E-05 0.97237E+03
5 0.92302E+03 0.97192E-01 0.85444E-05 0.92302E+03
6 0.88682E+03 0.74386E-01 0.11966E-04 0.88682E+03
7 0.86168E+03 0.48875E-01 0.15960E-04 0.86168E+03
8 0.84493E+03 0.28684E-01 0.20529E-04 0.84493E+03
9 0.83464E+03 0.16583E-01 0.25673E-04 0.83464E+03
10 0.82945E+03 0.11280E-01 0.31395E-04 0.82945E+03
11 0.82792E+03 0.97554E-02 0.37694E-04 0.82792E+03
12 0.83021E+03 0.93414E-02 0.44575E-04 0.83021E+03
13 0.83452E+03 0.86664E-02 0.52037E-04 0.83452E+03
14 0.83992E+03 0.75977E-02 0.60083E-04 0.83992E+03
15 0.84675E+03 0.65806E-02 0.68716E-04 0.84675E+03
16 0.85543E+03 0.60612E-02 0.77936E-04 0.85543E+03
17 0.86584E+03 0.61298E-02 0.87747E-04 0.86584E+03
18 0.87698E+03 0.65615E-02 0.98149E-04 0.87698E+03
19 0.88970E+03 0.70742E-02 0.10915E-03 0.88970E+03
20 0.90232E+03 0.74895E-02 0.12074E-03 0.90232E+03
21 0.91520E+03 0.78335E-02 0.13293E-03 0.91520E+03
22 0.92861E+03 0.82698E-02 0.14572E-03 0.92861E+03
23 0.94236E+03 0.89470E-02 0.15911E-03 0.94236E+03
24 0.95654E+03 0.99499E-02 0.17311E-03 0.95654E+03
25 0.97106E+03 0.11296E-01 0.18771E-03 0.97106E+03
26 0.98573E+03 0.12937E-01 0.20292E-03 0.98573E+03
27 0.10008E+04 0.14797E-01 0.21874E-03 0.10008E+04
28 0.10161E+04 0.16837E-01 0.23517E-03 0.10161E+04
29 0.10317E+04 0.19073E-01 0.25221E-03 0.10317E+04
30 0.10475E+04 0.21535E-01 0.26986E-03 0.10475E+04
31 0.10634E+04 0.24200E-01 0.28813E-03 0.10634E+04
32 0.10797E+04 0.27028E-01 0.30701E-03 0.10797E+04
33 0.10963E+04 0.30006E-01 0.32650E-03 0.10963E+04
34 0.11130E+04 0.33140E-01 0.34661E-03 0.11130E+04
35 0.11299E+04 0.36449E-01 0.36734E-03 0.11299E+04
36 0.11469E+04 0.39958E-01 0.38868E-03 0.11469E+04
37 0.11640E+04 0.43691E-01 0.41064E-03 0.11640E+04
38 0.11815E+04 0.47676E-01 0.43321E-03 0.11815E+04
39 0.11993E+04 0.51926E-01 0.45640E-03 0.11993E+04
40 0.12173E+04 0.56456E-01 0.48021E-03 0.12173E+04
41 0.12355E+04 0.61283E-01 0.50463E-03 0.12355E+04
42 0.12536E+04 0.66407E-01 0.52966E-03 0.12536E+04
43 0.12719E+04 0.71821E-01 0.55531E-03 0.12719E+04
44 0.12901E+04 0.77507E-01 0.58156E-03 0.12901E+04
45 0.13087E+04 0.83454E-01 0.60843E-03 0.13087E+04
46 0.13275E+04 0.89659E-01 0.63591E-03 0.13275E+04
47 0.13465E+04 0.96120E-01 0.66400E-03 0.13465E+04
48 0.13655E+04 0.10285E+00 0.69270E-03 0.13655E+04
49 0.13847E+04 0.10983E+00 0.72200E-03 0.13847E+04
50 0.14043E+04 0.11704E+00 0.75191E-03 0.14043E+04
51 0.14240E+04 0.12445E+00 0.78243E-03 0.14240E+04
52 0.14441E+04 0.13216E+00 0.81354E-03 0.14441E+04
53 0.14642E+04 0.14029E+00 0.84526E-03 0.14642E+04
54 0.14843E+04 0.14885E+00 0.87758E-03 0.14843E+04
55 0.15045E+04 0.15779E+00 0.91050E-03 0.15045E+04
56 0.15250E+04 0.16699E+00 0.94401E-03 0.15250E+04
57 0.15458E+04 0.17633E+00 0.97813E-03 0.15458E+04
58 0.15669E+04 0.18583E+00 0.10128E-02 0.15669E+04
59 0.15882E+04 0.19554E+00 0.10481E-02 0.15882E+04
60 0.16096E+04 0.20552E+00 0.10840E-02 0.16096E+04
61 0.16315E+04 0.21587E+00 0.11205E-02 0.16315E+04
62 0.16532E+04 0.22657E+00 0.11576E-02 0.16532E+04
63 0.16750E+04 0.23756E+00 0.11953E-02 0.16750E+04
64 0.16973E+04 0.24887E+00 0.12336E-02 0.16973E+04
65 0.17195E+04 0.26044E+00 0.12725E-02 0.17195E+04
66 0.17421E+04 0.27221E+00 0.13119E-02 0.17421E+04
67 0.17649E+04 0.28417E+00 0.13520E-02 0.17649E+04
68 0.17880E+04 0.29638E+00 0.13927E-02 0.17880E+04
69 0.18114E+04 0.30880E+00 0.14339E-02 0.18114E+04
70 0.18351E+04 0.32148E+00 0.14758E-02 0.18351E+04
71 0.18589E+04 0.33440E+00 0.15182E-02 0.18589E+04
72 0.18828E+04 0.34754E+00 0.15613E-02 0.18828E+04
73 0.19070E+04 0.36086E+00 0.16050E-02 0.19070E+04
74 0.19313E+04 0.37435E+00 0.16492E-02 0.19313E+04
75 0.19559E+04 0.38801E+00 0.16941E-02 0.19559E+04
76 0.19809E+04 0.40186E+00 0.17396E-02 0.19809E+04
77 0.20061E+04 0.41587E+00 0.17857E-02 0.20061E+04
78 0.20317E+04 0.43008E+00 0.18324E-02 0.20317E+04
