   26   0.8868187E+01   0.1166663E-03   0.1667462E-05   0.1538302E-01  -0.1782440E+02  -0.1721404E-03
   27   0.8358195E+01   0.1224802E-03   0.1670165E-05   0.1458243E-01  -0.1598467E+02  -0.1585666E-03
   28   0.7898622E+01   0.1291847E-03   0.1672324E-05   0.1388581E-01  -0.1434903E+02  -0.1465446E-03
   29   0.7482823E+01   0.1364920E-03   0.1672034E-05   0.1326241E-01  -0.1288957E+02  -0.1358247E-03
   30   0.7105277E+01   0.1442011E-03   0.1671983E-05   0.1268218E-01  -0.1158297E+02  -0.1262088E-03
   31   0.6761292E+01   0.1520418E-03   0.1674643E-05   0.1212188E-01  -0.1040961E+02  -0.1175328E-03
   32   0.6446898E+01   0.1598708E-03   0.1676735E-05   0.1156336E-01  -0.9352863E+01  -0.1096596E-03
   33   0.6158685E+01   0.1675705E-03   0.1678517E-05   0.1099245E-01  -0.8398626E+01  -0.1024746E-03
   34   0.5893732E+01   0.1750764E-03   0.1680277E-05   0.1040132E-01  -0.7534818E+01  -0.9588546E-04
   35   0.5649503E+01   0.1824241E-03   0.1682154E-05   0.9795763E-02  -0.6751050E+01  -0.8983041E-04
   36   0.5423806E+01   0.1896688E-03   0.1684684E-05   0.9183118E-02  -0.6038360E+01  -0.8425957E-04
   37   0.5214719E+01   0.1968275E-03   0.1685415E-05   0.8569393E-02  -0.5388991E+01  -0.7912898E-04
   38   0.5020585E+01   0.2040089E-03   0.1685757E-05   0.7959402E-02  -0.4796199E+01  -0.7439981E-04
   39   0.4839929E+01   0.2111698E-03   0.1687951E-05   0.7356998E-02  -0.4254104E+01  -0.7003759E-04
   40   0.4671473E+01   0.2183622E-03   0.1688807E-05   0.6765256E-02  -0.3757558E+01  -0.6601163E-04
   41   0.4514072E+01   0.2256102E-03   0.1689356E-05   0.6186599E-02  -0.3302042E+01  -0.6229456E-04
   42   0.4366736E+01   0.2329283E-03   0.1690539E-05   0.5622371E-02  -0.2883568E+01  -0.5886076E-04
   43   0.4228583E+01   0.2402638E-03   0.1691894E-05   0.5071363E-02  -0.2498606E+01  -0.5568322E-04
   44   0.4098848E+01   0.2476295E-03   0.1693410E-05   0.4531898E-02  -0.2144021E+01  -0.5273702E-04
   45   0.3976829E+01   0.2549493E-03   0.1695160E-05   0.4002620E-02  -0.1817032E+01  -0.5000011E-04
   46   0.3861916E+01   0.2622593E-03   0.1694832E-05   0.3482193E-02  -0.1515162E+01  -0.4745289E-04
   47   0.3753544E+01   0.2695425E-03   0.1695724E-05   0.2969579E-02  -0.1236199E+01  -0.4507792E-04
   48   0.3651211E+01   0.2767542E-03   0.1697102E-05   0.2463820E-02  -0.9781663E+00  -0.4285965E-04
   49   0.3554460E+01   0.2838916E-03   0.1698227E-05   0.1964045E-02  -0.7392886E+00  -0.4078414E-04
   50   0.3462882E+01   0.2909622E-03   0.1698815E-05   0.1469547E-02  -0.5179724E+00  -0.3883894E-04
   51   0.3376099E+01   0.2979539E-03   0.1699793E-05   0.9796369E-03  -0.3127820E+00  -0.3701285E-04
   52   0.3293777E+01   0.3048594E-03   0.1700866E-05   0.4939944E-03  -0.1224208E+00  -0.3529597E-04
   53   0.3215601E+01   0.3116627E-03   0.1702015E-05   0.1311768E-04   0.5428821E-01  -0.3368004E-04
   54   0.3141296E+01   0.3183699E-03   0.1702843E-05  -0.4623480E-03   0.2184120E+00  -0.3215772E-04
   55   0.3070599E+01   0.3249772E-03   0.1703806E-05  -0.9318753E-03   0.3709182E+00  -0.3072233E-04
   56   0.3003279E+01   0.3314799E-03   0.1705059E-05  -0.1395043E-02   0.5126861E+00  -0.2936778E-04
   57   0.2939114E+01   0.3378475E-03   0.1705926E-05  -0.1851407E-02   0.6445157E+00  -0.2808849E-04
   58   0.2877912E+01   0.3441264E-03   0.1706298E-05  -0.2300805E-02   0.7671363E+00  -0.2687937E-04
   59   0.2819486E+01   0.3502878E-03   0.1707426E-05  -0.2742992E-02   0.8812136E+00  -0.2573573E-04
   60   0.2763669E+01   0.3563354E-03   0.1708215E-05  -0.3177722E-02   0.9873562E+00  -0.2465330E-04
   61   0.2710302E+01   0.3622673E-03   0.1709484E-05  -0.3604969E-02   0.1086121E+01  -0.2362812E-04
   62   0.2659244E+01   0.3680693E-03   0.1710294E-05  -0.4024540E-02   0.1178020E+01  -0.2265656E-04
   63   0.2610360E+01   0.3737596E-03   0.1710191E-05  -0.4436423E-02   0.1263520E+01  -0.2173527E-04
   64   0.2563530E+01   0.3793628E-03   0.1710525E-05  -0.4840657E-02   0.1343055E+01  -0.2086113E-04
   65   0.2518634E+01   0.3848161E-03   0.1711421E-05  -0.5236978E-02   0.1417026E+01  -0.2003111E-04
   66   0.2475568E+01   0.3901488E-03   0.1711515E-05  -0.5625327E-02   0.1485803E+01  -0.1924239E-04
   67   0.2434231E+01   0.3953453E-03   0.1712344E-05  -0.6005592E-02   0.1549728E+01  -0.1849235E-04
   68   0.2394530E+01   0.4003927E-03   0.1712932E-05  -0.6377727E-02   0.1609117E+01  -0.1777859E-04
   69   0.2356380E+01   0.4053017E-03   0.1713445E-05  -0.6741738E-02   0.1664260E+01  -0.1709888E-04
   70   0.2319701E+01   0.4100560E-03   0.1713795E-05  -0.7097566E-02   0.1715428E+01  -0.1645114E-04
   71   0.2284414E+01   0.4146618E-03   0.1714185E-05  -0.7445267E-02   0.1762870E+01  -0.1583346E-04
   72   0.2250453E+01   0.4191172E-03   0.1714882E-05  -0.7784860E-02   0.1806817E+01  -0.1524406E-04
   73   0.2217748E+01   0.4234041E-03   0.1715707E-05  -0.8116349E-02   0.1847484E+01  -0.1468128E-04
   74   0.2186240E+01   0.4275363E-03   0.1716182E-05  -0.8439861E-02   0.1885070E+01  -0.1414358E-04
   75   0.2155870E+01   0.4315098E-03   0.1716413E-05  -0.8755404E-02   0.1919759E+01  -0.1362952E-04
   76   0.2126585E+01   0.4353410E-03   0.1717007E-05  -0.9063072E-02   0.1951726E+01  -0.1313779E-04
   77   0.2098329E+01   0.4389863E-03   0.1717799E-05  -0.9362825E-02   0.1981134E+01  -0.1266716E-04
   78   0.2071055E+01   0.4424831E-03   0.1718333E-05  -0.9654669E-02   0.2008136E+01  -0.1221652E-04
   79   0.2044714E+01   0.4457916E-03   0.1719058E-05  -0.9938556E-02   0.2032875E+01  -0.1178482E-04
   80   0.2019265E+01   0.4489343E-03   0.1718711E-05  -0.1021455E-01   0.2055484E+01  -0.1137106E-04
   81   0.1994664E+01   0.4519239E-03   0.1718852E-05  -0.1048264E-01   0.2076087E+01  -0.1097434E-04
   82   0.1970872E+01   0.4547249E-03   0.1719189E-05  -0.1074286E-01   0.2094800E+01  -0.1059378E-04
   83   0.1947853E+01   0.4573577E-03   0.1719533E-05  -0.1099530E-01   0.2111731E+01  -0.1022857E-04
   84   0.1925574E+01   0.4598134E-03   0.1719971E-05  -0.1123997E-01   0.2126983E+01  -0.9877956E-05
   85   0.1903998E+01   0.4620857E-03   0.1720289E-05  -0.1147695E-01   0.2140649E+01  -0.9541211E-05
   86   0.1883098E+01   0.4641977E-03   0.1720476E-05  -0.1170631E-01   0.2152819E+01  -0.9217665E-05
   87   0.1862844E+01   0.4661295E-03   0.1721003E-05  -0.1192811E-01   0.2163575E+01  -0.8906682E-05
   88   0.1843208E+01   0.4678849E-03   0.1721335E-05  -0.1214245E-01   0.2172996E+01  -0.8607665E-05
   89   0.1824163E+01   0.4694755E-03   0.1721924E-05  -0.1234939E-01   0.2181156E+01  -0.8320050E-05
   90   0.1805683E+01   0.4708738E-03   0.1722301E-05  -0.1254889E-01   0.2188122E+01  -0.8043307E-05
   91   0.1787741E+01   0.4721142E-03   0.1722391E-05  -0.1274098E-01   0.2193959E+01  -0.7776933E-05
   92   0.1770316E+01   0.4731855E-03   0.1722897E-05  -0.1292558E-01   0.2198727E+01  -0.7520457E-05
   93   0.1753382E+01   0.4740692E-03   0.1723454E-05  -0.1310274E-01   0.2202483E+01  -0.7273430E-05
   94   0.1736920E+01   0.4747864E-03   0.1723950E-05  -0.1327243E-01   0.2205282E+01  -0.7035431E-05
   95   0.1720907E+01   0.4753241E-03   0.1724495E-05  -0.1343469E-01   0.2207172E+01  -0.6806060E-05
   96   0.1705326E+01   0.4756961E-03   0.1725115E-05  -0.1358956E-01   0.2208201E+01  -0.6584937E-05
   97   0.1690156E+01   0.4758806E-03   0.1725651E-05  -0.1373702E-01   0.2208416E+01  -0.6371704E-05
   98   0.1675383E+01   0.4759071E-03   0.1725886E-05  -0.1387717E-01   0.2207856E+01  -0.6166022E-05
   99   0.1660988E+01   0.4757635E-03   0.1726427E-05  -0.1401003E-01   0.2206563E+01  -0.5967568E-05
  100   0.1646956E+01   0.4754513E-03   0.1726986E-05  -0.1413566E-01   0.2204573E+01  -0.5776036E-05
  101   0.1633272E+01   0.4749721E-03   0.1727873E-05  -0.1425410E-01   0.2201923E+01  -0.5591137E-05
  102   0.1619921E+01   0.4743063E-03   0.1728494E-05  -0.1436537E-01   0.2198646E+01  -0.5412595E-05
  103   0.1606890E+01   0.4734940E-03   0.1728663E-05  -0.1446962E-01   0.2194777E+01  -0.5240149E-05
  104   0.1594165E+01   0.4725271E-03   0.1729463E-05  -0.1456680E-01   0.2190347E+01  -0.5073548E-05
  105   0.1581733E+01   0.4713874E-03   0.1730008E-05  -0.1465695E-01   0.2185388E+01  -0.4912557E-05
  106   0.1569580E+01   0.4700966E-03   0.1730726E-05  -0.1474013E-01   0.2179928E+01  -0.4756950E-05
  107   0.1557696E+01   0.4686415E-03   0.1731616E-05  -0.1481640E-01   0.2173994E+01  -0.4606513E-05
  108   0.1546069E+01   0.4670406E-03   0.1732333E-05  -0.1488581E-01   0.2167614E+01  -0.4461041E-05
  109   0.1534688E+01   0.4652808E-03   0.1733388E-05  -0.1494840E-01   0.2160811E+01  -0.4320341E-05
  110   0.1523544E+01   0.4633745E-03   0.1734311E-05  -0.1500426E-01   0.2153608E+01  -0.4184227E-05
  111   0.1512625E+01   0.4613109E-03   0.1734983E-05  -0.1505343E-01   0.2146028E+01  -0.4052521E-05
  112   0.1501925E+01   0.4591255E-03   0.1736305E-05  -0.1509598E-01   0.2138090E+01  -0.3925057E-05
  113   0.1491432E+01   0.4567680E-03   0.1737097E-05  -0.1513196E-01   0.2129816E+01  -0.3801672E-05
  114   0.1481140E+01   0.4542746E-03   0.1738365E-05  -0.1516145E-01   0.2121222E+01  -0.3682213E-05
  115   0.1471040E+01   0.4516494E-03   0.1738688E-05  -0.1518453E-01   0.2112328E+01  -0.3566535E-05
  116   0.1461124E+01   0.4488907E-03   0.1739615E-05  -0.1520126E-01   0.2103149E+01  -0.3454496E-05
  117   0.1451382E+01   0.4460021E-03   0.1741026E-05  -0.1521168E-01   0.2093701E+01  -0.3345963E-05
  118   0.1441807E+01   0.4429765E-03   0.1741685E-05  -0.1521589E-01   0.2084000E+01  -0.3240809E-05
  119   0.1432391E+01   0.4398223E-03   0.1743628E-05  -0.1521395E-01   0.2074060E+01  -0.3138911E-05
  120   0.1423129E+01   0.4365562E-03   0.1743693E-05  -0.1520591E-01   0.2063893E+01  -0.3040152E-05
  121   0.1414011E+01   0.4331744E-03   0.1745682E-05  -0.1519186E-01   0.2053514E+01  -0.2944421E-05
  122   0.1405033E+01   0.4296690E-03   0.1746615E-05  -0.1517186E-01   0.2042933E+01  -0.2851609E-05
  123   0.1396186E+01   0.4260474E-03   0.1748362E-05  -0.1514594E-01   0.2032163E+01  -0.2761615E-05
  124   0.1387468E+01   0.4223265E-03   0.1749681E-05  -0.1511428E-01   0.2021215E+01  -0.2674341E-05
  125   0.1378869E+01   0.4184907E-03   0.1751050E-05  -0.1507683E-01   0.2010098E+01  -0.2589691E-05
  126   0.1370387E+01   0.4145526E-03   0.1752037E-05  -0.1503374E-01   0.1998824E+01  -0.2507577E-05
  127   0.1362014E+01   0.4105193E-03   0.1753813E-05  -0.1498504E-01   0.1987400E+01  -0.2427910E-05
  128   0.1353748E+01   0.4063858E-03   0.1754721E-05  -0.1493083E-01   0.1975837E+01  -0.2350608E-05
  129   0.1345582E+01   0.4021575E-03   0.1757099E-05  -0.1487114E-01   0.1964143E+01  -0.2275592E-05
  130   0.1337511E+01   0.3978402E-03   0.1758057E-05  -0.1480616E-01   0.1952328E+01  -0.2202784E-05
  131   0.1329529E+01   0.3934230E-03   0.1759410E-05  -0.1473583E-01   0.1940400E+01  -0.2132110E-05
  132   0.1321636E+01   0.3889539E-03   0.1761669E-05  -0.1466041E-01   0.1928367E+01  -0.2063501E-05
  133   0.1313823E+01   0.3843931E-03   0.1762281E-05  -0.1457986E-01   0.1916237E+01  -0.1996888E-05
  134   0.1306088E+01   0.3797629E-03   0.1765481E-05  -0.1449429E-01   0.1904017E+01  -0.1932206E-05
  135   0.1298426E+01   0.3750641E-03   0.1766291E-05  -0.1440380E-01   0.1891714E+01  -0.1869391E-05
  136   0.1290833E+01   0.3702853E-03   0.1768415E-05  -0.1430844E-01   0.1879334E+01  -0.1808385E-05
  137   0.1283307E+01   0.3654681E-03   0.1770238E-05  -0.1420833E-01   0.1866885E+01  -0.1749128E-05
  138   0.1275844E+01   0.3605866E-03   0.1771692E-05  -0.1410351E-01   0.1854372E+01  -0.1691565E-05
  139   0.1268440E+01   0.3556390E-03   0.1774247E-05  -0.1399406E-01   0.1841800E+01  -0.1635643E-05
  140   0.1261093E+01   0.3506527E-03   0.1775696E-05  -0.1388008E-01   0.1829175E+01  -0.1581309E-05
  141   0.1253798E+01   0.3456068E-03   0.1777889E-05  -0.1376161E-01   0.1816502E+01  -0.1528513E-05
  142   0.1246554E+01   0.3405251E-03   0.1780041E-05  -0.1363880E-01   0.1803787E+01  -0.1477209E-05
  143   0.1239357E+01   0.3353934E-03   0.1781929E-05  -0.1351174E-01   0.1791033E+01  -0.1427349E-05
  144   0.1232205E+01   0.3302430E-03   0.1784366E-05  -0.1338055E-01   0.1778246E+01  -0.1378889E-05
  145   0.1225095E+01   0.3250513E-03   0.1786305E-05  -0.1324530E-01   0.1765430E+01  -0.1331786E-05
  146   0.1218025E+01   0.3198473E-03   0.1788744E-05  -0.1310616E-01   0.1752590E+01  -0.1285999E-05
  147   0.1210991E+01   0.3146093E-03   0.1791024E-05  -0.1296313E-01   0.1739728E+01  -0.1241488E-05
  148   0.1203992E+01   0.3093572E-03   0.1793116E-05  -0.1281637E-01   0.1726850E+01  -0.1198214E-05
  149   0.1197026E+01   0.3041022E-03   0.1795321E-05  -0.1266601E-01   0.1713959E+01  -0.1156139E-05
  150   0.1190091E+01   0.2988364E-03   0.1797685E-05  -0.1251207E-01   0.1701057E+01  -0.1115230E-05
  151   0.1183184E+01   0.2935607E-03   0.1799984E-05  -0.1235467E-01   0.1688149E+01  -0.1075450E-05
  152   0.1176304E+01   0.2882925E-03   0.1802414E-05  -0.1219389E-01   0.1675236E+01  -0.1036767E-05
  153   0.1169448E+01   0.2830148E-03   0.1804722E-05  -0.1202978E-01   0.1662324E+01  -0.9991475E-06
  154   0.1162616E+01   0.2777506E-03   0.1807117E-05  -0.1186247E-01   0.1649413E+01  -0.9625617E-06
  155   0.1155805E+01   0.2724929E-03   0.1809631E-05  -0.1169203E-01   0.1636507E+01  -0.9269791E-06
  156   0.1149014E+01   0.2672417E-03   0.1812029E-05  -0.1151853E-01   0.1623608E+01  -0.8923708E-06
  157   0.1142241E+01   0.2620217E-03   0.1814571E-05  -0.1134216E-01   0.1610720E+01  -0.8587088E-06
  158   0.1135485E+01   0.2568173E-03   0.1817089E-05  -0.1116296E-01   0.1597844E+01  -0.8259659E-06
  159   0.1128743E+01   0.2516344E-03   0.1819759E-05  -0.1098105E-01   0.1584984E+01  -0.7941160E-06
  160   0.1122017E+01   0.2464905E-03   0.1822274E-05  -0.1079655E-01   0.1572142E+01  -0.7631339E-06
  161   0.1115303E+01   0.2413816E-03   0.1824873E-05  -0.1060954E-01   0.1559320E+01  -0.7329950E-06
  162   0.1108601E+01   0.2363196E-03   0.1827670E-05  -0.1042014E-01   0.1546520E+01  -0.7036758E-06
  163   0.1101908E+01   0.2312869E-03   0.1830640E-05  -0.1022840E-01   0.1533745E+01  -0.6751533E-06
  164   0.1095225E+01   0.2263035E-03   0.1833079E-05  -0.1003444E-01   0.1520995E+01  -0.6474055E-06
  165   0.1088550E+01   0.2213728E-03   0.1835732E-05  -0.9838327E-02   0.1508274E+01  -0.6204109E-06
  166   0.1081883E+01   0.2165004E-03   0.1838326E-05  -0.9640151E-02   0.1495582E+01  -0.5941488E-06
  167   0.1075221E+01   0.2116834E-03   0.1841006E-05  -0.9439984E-02   0.1482921E+01  -0.5685992E-06
  168   0.1068564E+01   0.2069226E-03   0.1843938E-05  -0.9237916E-02   0.1470293E+01  -0.5437426E-06
  169   0.1061912E+01   0.2022277E-03   0.1846695E-05  -0.9034001E-02   0.1457699E+01  -0.5195603E-06
  170   0.1055264E+01   0.1975874E-03   0.1849329E-05  -0.8828368E-02   0.1445141E+01  -0.4960338E-06
  171   0.1048618E+01   0.1930284E-03   0.1851967E-05  -0.8621108E-02   0.1432621E+01  -0.4731456E-06
  172   0.1041976E+01   0.1885459E-03   0.1854741E-05  -0.8412333E-02   0.1420138E+01  -0.4508784E-06
  173   0.1035335E+01   0.1841377E-03   0.1857528E-05  -0.8202168E-02   0.1407696E+01  -0.4292155E-06
  174   0.1028697E+01   0.1798160E-03   0.1860357E-05  -0.7990681E-02   0.1395295E+01  -0.4081408E-06
  175   0.1022058E+01   0.1755753E-03   0.1863182E-05  -0.7777970E-02   0.1382936E+01  -0.3876387E-06
  176   0.1015421E+01   0.1714203E-03   0.1865965E-05  -0.7564139E-02   0.1370620E+01  -0.3676940E-06
  177   0.1008784E+01   0.1673662E-03   0.1868706E-05  -0.7349244E-02   0.1358348E+01  -0.3482920E-06
  178   0.1002148E+01   0.1634087E-03   0.1871531E-05  -0.7133401E-02   0.1346122E+01  -0.3294185E-06
  179   0.9955100E+00   0.1595404E-03   0.1874488E-05  -0.6916665E-02   0.1333942E+01  -0.3110596E-06
  180   0.9888719E+00   0.1557793E-03   0.1877523E-05  -0.6699139E-02   0.1321809E+01  -0.2932020E-06
  181   0.9822319E+00   0.1521136E-03   0.1880417E-05  -0.6480857E-02   0.1309724E+01  -0.2758327E-06
  182   0.9755903E+00   0.1485588E-03   0.1882838E-05  -0.6261925E-02   0.1297687E+01  -0.2589390E-06
  183   0.9689473E+00   0.1451112E-03   0.1885568E-05  -0.6042406E-02   0.1285700E+01  -0.2425086E-06
  184   0.9623023E+00   0.1417724E-03   0.1888480E-05  -0.5822379E-02   0.1273763E+01  -0.2265297E-06
  185   0.9556560E+00   0.1385501E-03   0.1891610E-05  -0.5601979E-02   0.1261876E+01  -0.2109905E-06
  186   0.9490082E+00   0.1354461E-03   0.1894370E-05  -0.5381288E-02   0.1250042E+01  -0.1958797E-06
  187   0.9423589E+00   0.1324502E-03   0.1897131E-05  -0.5160344E-02   0.1238260E+01  -0.1811863E-06
  188   0.9357084E+00   0.1295874E-03   0.1899740E-05  -0.4939338E-02   0.1226532E+01  -0.1668998E-06
  189   0.9290573E+00   0.1268507E-03   0.1902584E-05  -0.4718296E-02   0.1214857E+01  -0.1530096E-06
  190   0.9224051E+00   0.1242376E-03   0.1905579E-05  -0.4497275E-02   0.1203237E+01  -0.1395057E-06
  191   0.9157524E+00   0.1217574E-03   0.1908019E-05  -0.4276395E-02   0.1191673E+01  -0.1263785E-06
  192   0.9090987E+00   0.1194026E-03   0.1910487E-05  -0.4055710E-02   0.1180164E+01  -0.1136184E-06
  193   0.9024445E+00   0.1171844E-03   0.1913221E-05  -0.3835285E-02   0.1168711E+01  -0.1012161E-06
  194   0.8957908E+00   0.1151039E-03   0.1916076E-05  -0.3615215E-02   0.1157316E+01  -0.8916282E-07
  195   0.8891361E+00   0.1131584E-03   0.1918721E-05  -0.3395541E-02   0.1145977E+01  -0.7744975E-07
  196   0.8824815E+00   0.1113520E-03   0.1921296E-05  -0.3176326E-02   0.1134696E+01  -0.6606844E-07
  197   0.8758267E+00   0.1096835E-03   0.1923896E-05  -0.2957642E-02   0.1123473E+01  -0.5501068E-07
  198   0.8691728E+00   0.1081645E-03   0.1926537E-05  -0.2739597E-02   0.1112308E+01  -0.4426841E-07
  199   0.8625185E+00   0.1067767E-03   0.1929109E-05  -0.2522233E-02   0.1101202E+01  -0.3383379E-07
  200   0.8558662E+00   0.1055438E-03   0.1931528E-05  -0.2305643E-02   0.1090155E+01  -0.2369920E-07
  201   0.8492147E+00   0.1044540E-03   0.1934095E-05  -0.2089919E-02   0.1079167E+01  -0.1385722E-07
  202   0.8425652E+00   0.1035164E-03   0.1936557E-05  -0.1875122E-02   0.1068239E+01  -0.4300650E-08
  203   0.8359175E+00   0.1027318E-03   0.1939067E-05  -0.1661324E-02   0.1057371E+01   0.4977525E-08
  204   0.8292715E+00   0.1020761E-03   0.1941414E-05  -0.1448602E-02   0.1046564E+01   0.1398412E-07
  205   0.8226282E+00   0.1015879E-03   0.1943693E-05  -0.1237006E-02   0.1035816E+01   0.2272577E-07
  206   0.8159882E+00   0.1012603E-03   0.1946030E-05  -0.1026606E-02   0.1025129E+01   0.3120893E-07
  207   0.8093507E+00   0.1010783E-03   0.1948250E-05  -0.8174781E-03   0.1014503E+01   0.3943987E-07
  208   0.8027167E+00   0.1010550E-03   0.1950499E-05  -0.6096444E-03   0.1003937E+01   0.4742470E-07
  209   0.7960854E+00   0.1011792E-03   0.1952604E-05  -0.4031777E-03   0.9934324E+00   0.5516938E-07
  210   0.7894584E+00   0.1014640E-03   0.1954762E-05  -0.1981442E-03   0.9829888E+00   0.6267968E-07
  211   0.7828356E+00   0.1019108E-03   0.1957021E-05   0.5427723E-05   0.9726062E+00   0.6996125E-07
  212   0.7762169E+00   0.1025105E-03   0.1959102E-05   0.2074559E-03   0.9622850E+00   0.7701963E-07
  213   0.7696033E+00   0.1032646E-03   0.1961077E-05   0.4078807E-03   0.9520252E+00   0.8386021E-07
  214   0.7629971E+00   0.1041829E-03   0.1963086E-05   0.6066391E-03   0.9418269E+00   0.9048826E-07
  215   0.7563961E+00   0.1052537E-03   0.1964955E-05   0.8036574E-03   0.9316903E+00   0.9690889E-07
  216   0.7498022E+00   0.1064855E-03   0.1967026E-05   0.9988838E-03   0.9216155E+00   0.1031271E-06
  217   0.7432165E+00   0.1078629E-03   0.1968727E-05   0.1192275E-02   0.9116025E+00   0.1091477E-06
  218   0.7366398E+00   0.1094190E-03   0.1970445E-05   0.1383758E-02   0.9016514E+00   0.1149755E-06
  219   0.7300714E+00   0.1111239E-03   0.1972233E-05   0.1573286E-02   0.8917623E+00   0.1206150E-06
  220   0.7235129E+00   0.1129878E-03   0.1973947E-05   0.1760815E-02   0.8819351E+00   0.1260708E-06
  221   0.7169634E+00   0.1149984E-03   0.1975703E-05   0.1946313E-02   0.8721699E+00   0.1313471E-06
  222   0.7104252E+00   0.1171753E-03   0.1977137E-05   0.2129707E-02   0.8624667E+00   0.1364484E-06
  223   0.7038979E+00   0.1195183E-03   0.1978694E-05   0.2310948E-02   0.8528254E+00   0.1413786E-06
  224   0.6973817E+00   0.1220046E-03   0.1980270E-05   0.2490043E-02   0.8432460E+00   0.1461420E-06
  225   0.6908772E+00   0.1246505E-03   0.1981729E-05   0.2666914E-02   0.8337285E+00   0.1507423E-06
  226   0.6843851E+00   0.1274547E-03   0.1983159E-05   0.2841541E-02   0.8242728E+00   0.1551835E-06
  227   0.6779055E+00   0.1304070E-03   0.1984232E-05   0.3013884E-02   0.8148790E+00   0.1594693E-06
  228   0.6714407E+00   0.1335274E-03   0.1985617E-05   0.3183836E-02   0.8055470E+00   0.1636036E-06
  229   0.6649889E+00   0.1367856E-03   0.1986647E-05   0.3351437E-02   0.7962769E+00   0.1675898E-06
  230   0.6585532E+00   0.1402064E-03   0.1987729E-05   0.3516604E-02   0.7870686E+00   0.1714316E-06
  231   0.6521326E+00   0.1437706E-03   0.1988882E-05   0.3679317E-02   0.7779222E+00   0.1751323E-06
  232   0.6457287E+00   0.1474877E-03   0.1989497E-05   0.3839520E-02   0.7688377E+00   0.1786954E-06
  233   0.6393406E+00   0.1513484E-03   0.1991098E-05   0.3997203E-02   0.7598149E+00   0.1821241E-06
  234   0.6329715E+00   0.1553573E-03   0.1991252E-05   0.4152302E-02   0.7508538E+00   0.1854217E-06
  235   0.6266194E+00   0.1595085E-03   0.1992446E-05   0.4304809E-02   0.7419543E+00   0.1885911E-06
  236   0.6202865E+00   0.1638071E-03   0.1993510E-05   0.4454685E-02   0.7331165E+00   0.1916356E-06
  237   0.6139718E+00   0.1682474E-03   0.1993203E-05   0.4601893E-02   0.7243401E+00   0.1945579E-06
  238   0.6076771E+00   0.1728181E-03   0.1995398E-05   0.4746436E-02   0.7156250E+00   0.1973611E-06
  239   0.6014022E+00   0.1775373E-03   0.1994286E-05   0.4888262E-02   0.7069713E+00   0.2000479E-06
