     2    0.10854E+04    0.44163E-01    0.17962E-05    0.31905E+01
     3    0.10260E+04    0.71658E-01    0.35930E-05    0.39411E+01
     4    0.96688E+03    0.79396E-01    0.59896E-05    0.40188E+01
     5    0.92082E+03    0.68923E-01    0.89866E-05    0.37027E+01
     6    0.88753E+03    0.49606E-01    0.12585E-04    0.32063E+01
     7    0.86484E+03    0.30810E-01    0.16786E-04    0.26653E+01
     8    0.85002E+03    0.17639E-01    0.21590E-04    0.21629E+01
     9    0.84134E+03    0.10678E-01    0.27000E-04    0.17404E+01
    10    0.83744E+03    0.79600E-02    0.33016E-04    0.14184E+01
    11    0.83686E+03    0.71002E-02    0.39640E-04    0.12022E+01
    12    0.83992E+03    0.66123E-02    0.46874E-04    0.10871E+01
    13    0.84486E+03    0.58577E-02    0.54719E-04    0.10492E+01
    14    0.85075E+03    0.51329E-02    0.63178E-04    0.10610E+01
    15    0.85796E+03    0.46551E-02    0.72252E-04    0.11055E+01
    16    0.86694E+03    0.45373E-02    0.81944E-04    0.11694E+01
    17    0.87763E+03    0.47748E-02    0.92255E-04    0.12404E+01
    18    0.88906E+03    0.51533E-02    0.10319E-03    0.13093E+01
    19    0.90205E+03    0.55848E-02    0.11474E-03    0.13718E+01
    20    0.91492E+03    0.60846E-02    0.12692E-03    0.14235E+01
    21    0.92803E+03    0.66874E-02    0.13973E-03    0.14696E+01
    22    0.94167E+03    0.75023E-02    0.15317E-03    0.15155E+01
    23    0.95566E+03    0.85589E-02    0.16724E-03    0.15625E+01
    24    0.97005E+03    0.98333E-02    0.18195E-03    0.16108E+01
    25    0.98480E+03    0.11338E-01    0.19728E-03    0.16611E+01
    26    0.99972E+03    0.13049E-01    0.21326E-03    0.17149E+01
    27    0.10150E+04    0.14936E-01    0.22987E-03    0.17691E+01
    28    0.10306E+04    0.16993E-01    0.24713E-03    0.18212E+01
    29    0.10465E+04    0.19232E-01    0.26502E-03    0.18694E+01
    30    0.10626E+04    0.21670E-01    0.28356E-03    0.19107E+01
    31    0.10788E+04    0.24299E-01    0.30274E-03    0.19437E+01
    32    0.10954E+04    0.27101E-01    0.32256E-03    0.19670E+01
    33    0.11123E+04    0.30085E-01    0.34303E-03    0.19779E+01
    34    0.11295E+04    0.33279E-01    0.36414E-03    0.19755E+01
    35    0.11467E+04    0.36706E-01    0.38590E-03    0.19641E+01
    36    0.11640E+04    0.40388E-01    0.40830E-03    0.19464E+01
    37    0.11814E+04    0.44312E-01    0.43135E-03    0.19190E+01
    38    0.11993E+04    0.48468E-01    0.45505E-03    0.18800E+01
    39    0.12174E+04    0.52868E-01    0.47939E-03    0.18306E+01
    40    0.12358E+04    0.57532E-01    0.50438E-03    0.17728E+01
    41    0.12543E+04    0.62482E-01    0.53001E-03    0.17076E+01
    42    0.12728E+04    0.67721E-01    0.55629E-03    0.16335E+01
    43    0.12915E+04    0.73248E-01    0.58321E-03    0.15479E+01
    44    0.13101E+04    0.79045E-01    0.61077E-03    0.14495E+01
    45    0.13291E+04    0.85106E-01    0.63898E-03    0.13370E+01
    46    0.13484E+04    0.91431E-01    0.66782E-03    0.12074E+01
    47    0.13678E+04    0.98020E-01    0.69731E-03    0.10624E+01
    48    0.13873E+04    0.10489E+00    0.72743E-03    0.90733E+00
    49    0.14070E+04    0.11201E+00    0.75819E-03    0.74693E+00
    50    0.14270E+04    0.11939E+00    0.78959E-03    0.57916E+00
    51    0.14472E+04    0.12698E+00    0.82162E-03    0.40023E+00
    52    0.14678E+04    0.13487E+00    0.85429E-03    0.20503E+00
    53    0.14884E+04    0.14321E+00    0.88759E-03   -0.10013E-01
    54    0.15089E+04    0.15199E+00    0.92152E-03   -0.24051E+00
    55    0.15296E+04    0.16117E+00    0.95608E-03   -0.48195E+00
    56    0.15506E+04    0.17062E+00    0.99127E-03   -0.73598E+00
    57    0.15719E+04    0.18022E+00    0.10271E-02   -0.10025E+01
    58    0.15935E+04    0.18999E+00    0.10635E-02   -0.12823E+01
    59    0.16152E+04    0.19996E+00    0.11006E-02   -0.15759E+01
    60    0.16371E+04    0.21020E+00    0.11383E-02   -0.18829E+01
    61    0.16595E+04    0.22079E+00    0.11766E-02   -0.22022E+01
    62    0.16818E+04    0.23173E+00    0.12156E-02   -0.25348E+01
    63    0.17041E+04    0.24296E+00    0.12552E-02   -0.28816E+01
