     2    0.10699E+04    0.14953E+00    0.22512E-06    0.74435E+01
     3    0.99245E+03    0.69534E-01    0.45079E-06    0.53553E+01
     4    0.93240E+03    0.24680E-01    0.75254E-06    0.33642E+01
     5    0.89419E+03    0.85329E-02    0.11311E-05    0.20109E+01
     6    0.87194E+03    0.37478E-02    0.15874E-05    0.12454E+01
     7    0.86028E+03    0.21329E-02    0.21224E-05    0.85533E+00
     8    0.85607E+03    0.13723E-02    0.27375E-05    0.67641E+00
     9    0.85807E+03    0.96675E-03    0.34338E-05    0.60403E+00
    10    0.86444E+03    0.78513E-03    0.42131E-05    0.58457E+00
    11    0.87372E+03    0.75332E-03    0.50767E-05    0.60039E+00
    12    0.88675E+03    0.93576E-03    0.60265E-05    0.63892E+00
    13    0.90189E+03    0.10069E-02    0.70643E-05    0.69604E+00
    14    0.91820E+03    0.12404E-02    0.81920E-05    0.76661E+00
    15    0.93619E+03    0.15977E-02    0.94114E-05    0.83896E+00
    16    0.95649E+03    0.19632E-02    0.10725E-04    0.90406E+00
    17    0.97906E+03    0.24463E-02    0.12134E-04    0.96680E+00
    18    0.10029E+04    0.30100E-02    0.13641E-04    0.10351E+01
    19    0.10289E+04    0.36543E-02    0.15247E-04    0.11083E+01
    20    0.10553E+04    0.44302E-02    0.16956E-04    0.11808E+01
    21    0.10827E+04    0.52863E-02    0.18768E-04    0.12496E+01
    22    0.11113E+04    0.62382E-02    0.20687E-04    0.13116E+01
    23    0.11409E+04    0.73119E-02    0.22713E-04    0.13669E+01
    24    0.11715E+04    0.85029E-02    0.24848E-04    0.14163E+01
    25    0.12031E+04    0.98450E-02    0.27094E-04    0.14623E+01
    26    0.12355E+04    0.11339E-01    0.29453E-04    0.15077E+01
    27    0.12689E+04    0.12978E-01    0.31925E-04    0.15488E+01
    28    0.13032E+04    0.14779E-01    0.34514E-04    0.15823E+01
    29    0.13385E+04    0.16744E-01    0.37218E-04    0.16073E+01
    30    0.13747E+04    0.18883E-01    0.40040E-04    0.16224E+01
    31    0.14116E+04    0.21213E-01    0.42980E-04    0.16284E+01
    32    0.14494E+04    0.23738E-01    0.46039E-04    0.16262E+01
    33    0.14881E+04    0.26464E-01    0.49217E-04    0.16147E+01
    34    0.15277E+04    0.29402E-01    0.52516E-04    0.15938E+01
    35    0.15679E+04    0.32561E-01    0.55934E-04    0.15636E+01
    36    0.16087E+04    0.35951E-01    0.59471E-04    0.15232E+01
    37    0.16502E+04    0.39578E-01    0.63129E-04    0.14703E+01
    38    0.16927E+04    0.43453E-01    0.66906E-04    0.14044E+01
    39    0.17362E+04    0.47576E-01    0.70801E-04    0.13259E+01
    40    0.17803E+04    0.51952E-01    0.74814E-04    0.12353E+01
    41    0.18253E+04    0.56591E-01    0.78944E-04    0.11328E+01
    42    0.18708E+04    0.61509E-01    0.83191E-04    0.10171E+01
    43    0.19169E+04    0.66720E-01    0.87552E-04    0.88698E+00
    44    0.19636E+04    0.72225E-01    0.92026E-04    0.74186E+00
    45    0.20112E+04    0.78036E-01    0.96613E-04    0.58135E+00
    46    0.20596E+04    0.84164E-01    0.10131E-03    0.40333E+00
    47    0.21086E+04    0.90607E-01    0.10612E-03    0.20861E+00
    48    0.21583E+04    0.97368E-01    0.11103E-03    0.14067E-02
    49    0.22086E+04    0.10443E+00    0.11605E-03   -0.21465E+00
    50    0.22598E+04    0.11176E+00    0.12117E-03   -0.44271E+00
    51    0.23117E+04    0.11933E+00    0.12639E-03   -0.68744E+00
