  # ell             TT              EE              BB               TE 
 3268   0.6513423E+01   0.2089782E+00   0.1928325E-01  -0.1639307E+00
 3269   0.6438890E+01   0.2052516E+00   0.1937139E-01  -0.1572909E+00
 3270   0.6583874E+01   0.2079450E+00   0.1926435E-01  -0.1647981E+00
 3271   0.6475440E+01   0.2064669E+00   0.1939197E-01  -0.1582362E+00
 3272   0.6330261E+01   0.2010462E+00   0.1934202E-01  -0.1511527E+00
 3273   0.6416932E+01   0.2046153E+00   0.1918682E-01  -0.1583918E+00
 3274   0.6386450E+01   0.2022685E+00   0.1943532E-01  -0.1539252E+00
 3275   0.6456614E+01   0.2027828E+00   0.1896803E-01  -0.1584243E+00
 3276   0.6277011E+01   0.2002068E+00   0.1950190E-01  -0.1539749E+00
 3277   0.6262863E+01   0.1993946E+00   0.1911917E-01  -0.1505818E+00
 3278   0.6171850E+01   0.1984430E+00   0.1887820E-01  -0.1521101E+00
 3279   0.6437765E+01   0.1992799E+00   0.1923418E-01  -0.1480221E+00
 3280   0.6109788E+01   0.1972519E+00   0.1865330E-01  -0.1544351E+00
 3281   0.6144802E+01   0.1983901E+00   0.1927604E-01  -0.1574622E+00
 3282   0.6212095E+01   0.1970757E+00   0.1888814E-01  -0.1559769E+00
 3283   0.5965780E+01   0.1944617E+00   0.1924016E-01  -0.1445314E+00
 3284   0.6036836E+01   0.1938849E+00   0.1937716E-01  -0.1469164E+00
 3285   0.6058442E+01   0.1938012E+00   0.1948319E-01  -0.1476180E+00
 3286   0.6074160E+01   0.1932280E+00   0.1934534E-01  -0.1470999E+00
 3287   0.6116481E+01   0.1934212E+00   0.1888906E-01  -0.1482614E+00
 3288   0.5947616E+01   0.1910875E+00   0.1917380E-01  -0.1476526E+00
 3289   0.5743657E+01   0.1897627E+00   0.1863789E-01  -0.1460410E+00
 3290   0.6050160E+01   0.1901418E+00   0.1895746E-01  -0.1451113E+00
 3291   0.5899857E+01   0.1901866E+00   0.1880792E-01  -0.1483501E+00
 3292   0.6042990E+01   0.1886836E+00   0.1877179E-01  -0.1460423E+00
 3293   0.5637411E+01   0.1870668E+00   0.1902524E-01  -0.1488812E+00
 3294   0.5831432E+01   0.1867460E+00   0.1865752E-01  -0.1476651E+00
 3295   0.5882452E+01   0.1866487E+00   0.1883576E-01  -0.1454666E+00
 3296   0.5894878E+01   0.1865806E+00   0.1884653E-01  -0.1451231E+00
 3297   0.5778026E+01   0.1845312E+00   0.1893499E-01  -0.1435547E+00
 3298   0.5679791E+01   0.1818942E+00   0.1902825E-01  -0.1452185E+00
 3299   0.5716188E+01   0.1832777E+00   0.1894011E-01  -0.1429599E+00
 3300   0.5803215E+01   0.1831014E+00   0.1882862E-01  -0.1432332E+00
 3301   0.5706710E+01   0.1825511E+00   0.1874539E-01  -0.1423241E+00
 3302   0.5688224E+01   0.1792918E+00   0.1889092E-01  -0.1374197E+00
 3303   0.5726757E+01   0.1816893E+00   0.1889403E-01  -0.1426735E+00
 3304   0.5593083E+01   0.1805755E+00   0.1886363E-01  -0.1348533E+00
 3305   0.5576817E+01   0.1796953E+00   0.1883734E-01  -0.1383391E+00
 3306   0.5649850E+01   0.1778693E+00   0.1885168E-01  -0.1376031E+00
 3307   0.5557739E+01   0.1777192E+00   0.1883135E-01  -0.1354044E+00
 3308   0.5659567E+01   0.1786684E+00   0.1882021E-01  -0.1404594E+00
 3309   0.5598570E+01   0.1786353E+00   0.1882626E-01  -0.1385385E+00
 3310   0.5440650E+01   0.1732538E+00   0.1881468E-01  -0.1333614E+00
 3311   0.5556135E+01   0.1764328E+00   0.1880244E-01  -0.1345526E+00
 3312   0.5524398E+01   0.1725026E+00   0.1879265E-01  -0.1358447E+00
 3313   0.5565083E+01   0.1750209E+00   0.1877592E-01  -0.1308646E+00
 3314   0.5500304E+01   0.1728128E+00   0.1877749E-01  -0.1343092E+00
 3315   0.5352803E+01   0.1691641E+00   0.1875555E-01  -0.1385882E+00
 3316   0.5498591E+01   0.1721890E+00   0.1872683E-01  -0.1341066E+00
 3317   0.5456561E+01   0.1709239E+00   0.1874959E-01  -0.1339135E+00
 3318   0.5447454E+01   0.1692115E+00   0.1873835E-01  -0.1357272E+00
 3319   0.5202584E+01   0.1684834E+00   0.1874056E-01  -0.1337365E+00
 3320   0.5356769E+01   0.1680559E+00   0.1853281E-01  -0.1347320E+00
 3321   0.5289653E+01   0.1668139E+00   0.1858224E-01  -0.1309526E+00
 3322   0.5556266E+01   0.1672973E+00   0.1866387E-01  -0.1326814E+00
 3323   0.5089044E+01   0.1662975E+00   0.1875290E-01  -0.1320951E+00
 3324   0.5137620E+01   0.1654201E+00   0.1862672E-01  -0.1302810E+00
 3325   0.5191018E+01   0.1660021E+00   0.1850743E-01  -0.1323547E+00
 3326   0.5197081E+01   0.1638945E+00   0.1848283E-01  -0.1267630E+00
 3327   0.5059127E+01   0.1643211E+00   0.1824696E-01  -0.1360743E+00
 3328   0.5052452E+01   0.1649327E+00   0.1858489E-01  -0.1296580E+00
 3329   0.5107884E+01   0.1618497E+00   0.1841391E-01  -0.1244638E+00
 3330   0.5097635E+01   0.1623652E+00   0.1824295E-01  -0.1302717E+00
 3331   0.5075239E+01   0.1612788E+00   0.1849714E-01  -0.1232321E+00
 3332   0.4924651E+01   0.1590023E+00   0.1799702E-01  -0.1319510E+00
 3333   0.5183613E+01   0.1617606E+00   0.1857904E-01  -0.1256902E+00
 3334   0.4990646E+01   0.1588511E+00   0.1826854E-01  -0.1276389E+00
 3335   0.4995735E+01   0.1597815E+00   0.1861060E-01  -0.1256853E+00
 3336   0.4941787E+01   0.1542671E+00   0.1886485E-01  -0.1238204E+00
 3337   0.5013931E+01   0.1570392E+00   0.1881681E-01  -0.1230848E+00
 3338   0.5027576E+01   0.1588903E+00   0.1863217E-01  -0.1258711E+00
 3339   0.4652178E+01   0.1572787E+00   0.1815564E-01  -0.1336572E+00
 3340   0.4896823E+01   0.1551755E+00   0.1847153E-01  -0.1203564E+00
 3341   0.4857481E+01   0.1545853E+00   0.1799938E-01  -0.1178721E+00
 3342   0.4925155E+01   0.1544790E+00   0.1814508E-01  -0.1238689E+00
 3343   0.4930531E+01   0.1563620E+00   0.1841230E-01  -0.1226004E+00
 3344   0.4852424E+01   0.1519403E+00   0.1790468E-01  -0.1249729E+00
 3345   0.4726093E+01   0.1503391E+00   0.1870258E-01  -0.1149587E+00
 3346   0.4862633E+01   0.1532949E+00   0.1816457E-01  -0.1235904E+00
 3347   0.4824965E+01   0.1520510E+00   0.1836427E-01  -0.1214473E+00
 3348   0.4844452E+01   0.1521986E+00   0.1847611E-01  -0.1213314E+00
 3349   0.4796480E+01   0.1498322E+00   0.1822209E-01  -0.1228530E+00
 3350   0.4744088E+01   0.1473066E+00   0.1847589E-01  -0.1144205E+00
 3351   0.4740254E+01   0.1491114E+00   0.1831790E-01  -0.1182672E+00
 3352   0.4891121E+01   0.1508953E+00   0.1834711E-01  -0.1214650E+00
 3353   0.4593094E+01   0.1470040E+00   0.1839996E-01  -0.1159939E+00
 3354   0.4761428E+01   0.1482687E+00   0.1829486E-01  -0.1218158E+00
 3355   0.4634244E+01   0.1463289E+00   0.1829852E-01  -0.1153151E+00
 3356   0.4769470E+01   0.1470895E+00   0.1823526E-01  -0.1203206E+00
 3357   0.4678648E+01   0.1468315E+00   0.1829210E-01  -0.1204040E+00
 3358   0.4474425E+01   0.1435003E+00   0.1832806E-01  -0.1045836E+00
 3359   0.4576695E+01   0.1445422E+00   0.1830021E-01  -0.1149546E+00
 3360   0.4569204E+01   0.1449662E+00   0.1824077E-01  -0.1153636E+00
 3361   0.4634839E+01   0.1440700E+00   0.1835770E-01  -0.1137742E+00
 3362   0.4526997E+01   0.1443130E+00   0.1824133E-01  -0.1137248E+00
 3363   0.4501612E+01   0.1418899E+00   0.1814580E-01  -0.1120592E+00
 3364   0.4407670E+01   0.1390744E+00   0.1811792E-01  -0.1133933E+00
 3365   0.4540686E+01   0.1416710E+00   0.1814034E-01  -0.1116139E+00
 3366   0.4447260E+01   0.1394347E+00   0.1816661E-01  -0.1121035E+00
 3367   0.4526034E+01   0.1406345E+00   0.1810403E-01  -0.1111291E+00
 3368   0.4522670E+01   0.1396784E+00   0.1807309E-01  -0.1113556E+00
 3369   0.4365449E+01   0.1386649E+00   0.1807254E-01  -0.1122093E+00
 3370   0.4287814E+01   0.1371410E+00   0.1805234E-01  -0.1157441E+00
 3371   0.4328266E+01   0.1377828E+00   0.1804669E-01  -0.1150288E+00
 3372   0.4397263E+01   0.1374481E+00   0.1802693E-01  -0.1118399E+00
 3373   0.4537371E+01   0.1372101E+00   0.1801442E-01  -0.1104181E+00
 3374   0.4360061E+01   0.1362949E+00   0.1799096E-01  -0.1090447E+00
 3375   0.3918288E+01   0.1330182E+00   0.1799722E-01  -0.9656730E-01
 3376   0.4388434E+01   0.1359626E+00   0.1799420E-01  -0.1116657E+00
 3377   0.4215438E+01   0.1351554E+00   0.1797830E-01  -0.1079742E+00
 3378   0.4352780E+01   0.1344532E+00   0.1795994E-01  -0.1105461E+00
 3379   0.4028633E+01   0.1330781E+00   0.1791626E-01  -0.1049870E+00
 3380   0.4118543E+01   0.1327701E+00   0.1795046E-01  -0.1046412E+00
 3381   0.4278937E+01   0.1332928E+00   0.1796600E-01  -0.1087469E+00
 3382   0.4221076E+01   0.1326560E+00   0.1794245E-01  -0.1070166E+00
 3383   0.4202936E+01   0.1316493E+00   0.1791145E-01  -0.1068216E+00
 3384   0.4149841E+01   0.1304781E+00   0.1777081E-01  -0.1091953E+00
 3385   0.4034431E+01   0.1312825E+00   0.1774730E-01  -0.1051891E+00
 3386   0.4205627E+01   0.1314618E+00   0.1789437E-01  -0.1080816E+00
 3387   0.4181121E+01   0.1302196E+00   0.1802332E-01  -0.1044788E+00
 3388   0.4099615E+01   0.1279609E+00   0.1787829E-01  -0.1061334E+00
 3389   0.4187430E+01   0.1295118E+00   0.1785651E-01  -0.1039613E+00
 3390   0.4097203E+01   0.1279901E+00   0.1776415E-01  -0.1094417E+00
 3391   0.4030793E+01   0.1272863E+00   0.1773280E-01  -0.1111224E+00
 3392   0.4094622E+01   0.1274005E+00   0.1783453E-01  -0.1014602E+00
 3393   0.4030651E+01   0.1258818E+00   0.1791969E-01  -0.1033803E+00
 3394   0.4084106E+01   0.1272411E+00   0.1784566E-01  -0.1034608E+00
 3395   0.4155185E+01   0.1292058E+00   0.1792576E-01  -0.1081976E+00
 3396   0.3940227E+01   0.1210052E+00   0.1784164E-01  -0.9581375E-01
 3397   0.4025272E+01   0.1247543E+00   0.1786673E-01  -0.1009227E+00
 3398   0.3988766E+01   0.1240793E+00   0.1794926E-01  -0.9975452E-01
 3399   0.4013646E+01   0.1246348E+00   0.1765580E-01  -0.1029923E+00
 3400   0.3977570E+01   0.1243948E+00   0.1807649E-01  -0.1031282E+00
 3401   0.3854626E+01   0.1197057E+00   0.1757695E-01  -0.9640330E-01
 3402   0.3970166E+01   0.1226018E+00   0.1772990E-01  -0.9957634E-01
 3403   0.3994138E+01   0.1215109E+00   0.1797859E-01  -0.9903724E-01
 3404   0.4007471E+01   0.1209128E+00   0.1723803E-01  -0.9465770E-01
 3405   0.3630285E+01   0.1199203E+00   0.1790448E-01  -0.9775783E-01
 3406   0.3862113E+01   0.1208687E+00   0.1709264E-01  -0.1026956E+00
 3407   0.3783320E+01   0.1202288E+00   0.1768226E-01  -0.9726375E-01
 3408   0.4006633E+01   0.1216499E+00   0.1753509E-01  -0.1062103E+00
 3409   0.3601214E+01   0.1180783E+00   0.1761456E-01  -0.9410716E-01
 3410   0.3746573E+01   0.1174426E+00   0.1793874E-01  -0.9106744E-01
 3411   0.3792597E+01   0.1180932E+00   0.1804020E-01  -0.9677300E-01
 3412   0.3767515E+01   0.1176856E+00   0.1803950E-01  -0.9395173E-01
 3413   0.3670699E+01   0.1173666E+00   0.1749022E-01  -0.9293228E-01
 3414   0.3752849E+01   0.1168940E+00   0.1768872E-01  -0.8811409E-01
 3415   0.3662960E+01   0.1167246E+00   0.1733244E-01  -0.1026159E+00
 3416   0.3692845E+01   0.1156423E+00   0.1727099E-01  -0.9484160E-01
 3417   0.3646238E+01   0.1157695E+00   0.1750164E-01  -0.9581468E-01
 3418   0.3473155E+01   0.1134262E+00   0.1711580E-01  -0.1010753E+00
 3419   0.3734200E+01   0.1149564E+00   0.1763014E-01  -0.9260740E-01
 3420   0.3621298E+01   0.1145766E+00   0.1744157E-01  -0.9461586E-01
 3421   0.3637178E+01   0.1140852E+00   0.1739821E-01  -0.9561140E-01
 3422   0.3599299E+01   0.1123007E+00   0.1734554E-01  -0.9353390E-01
 3423   0.3582364E+01   0.1118127E+00   0.1731264E-01  -0.9655260E-01
 3424   0.3696739E+01   0.1134309E+00   0.1757979E-01  -0.9223609E-01
 3425   0.3530712E+01   0.1120611E+00   0.1754617E-01  -0.9388943E-01
 3426   0.3520312E+01   0.1101169E+00   0.1754436E-01  -0.9002522E-01
 3427   0.3579756E+01   0.1100888E+00   0.1742274E-01  -0.9021872E-01
 3428   0.3601059E+01   0.1111333E+00   0.1732065E-01  -0.9275357E-01
 3429   0.3620132E+01   0.1123109E+00   0.1745360E-01  -0.9513895E-01
 3430   0.3534046E+01   0.1100871E+00   0.1740928E-01  -0.9093181E-01
 3431   0.3317243E+01   0.1082998E+00   0.1740270E-01  -0.7956917E-01
 3432   0.3562877E+01   0.1104174E+00   0.1740664E-01  -0.9115152E-01
 3433   0.3594176E+01   0.1105035E+00   0.1744297E-01  -0.9156965E-01
 3434   0.3534665E+01   0.1089940E+00   0.1741631E-01  -0.8925410E-01
 3435   0.3481443E+01   0.1063783E+00   0.1739165E-01  -0.8652026E-01
 3436   0.3437636E+01   0.1071236E+00   0.1736597E-01  -0.8769283E-01
 3437   0.3418862E+01   0.1075133E+00   0.1736365E-01  -0.8788919E-01
 3438   0.3633800E+01   0.1098696E+00   0.1738131E-01  -0.8550814E-01
 3439   0.3316701E+01   0.1026433E+00   0.1736439E-01  -0.8956825E-01
 3440   0.3468900E+01   0.1048673E+00   0.1730424E-01  -0.9033137E-01
 3441   0.3408249E+01   0.1041786E+00   0.1730392E-01  -0.8856885E-01
 3442   0.3450470E+01   0.1048252E+00   0.1729183E-01  -0.8983459E-01
 3443   0.3467557E+01   0.1060513E+00   0.1730998E-01  -0.8874990E-01
 3444   0.3220548E+01   0.1035203E+00   0.1728541E-01  -0.8826367E-01
 3445   0.3330693E+01   0.1018526E+00   0.1722517E-01  -0.8646236E-01
 3446   0.3356200E+01   0.1035074E+00   0.1723066E-01  -0.8657490E-01
 3447   0.3463337E+01   0.1017426E+00   0.1725029E-01  -0.8620810E-01
 3448   0.3268432E+01   0.1027186E+00   0.1712160E-01  -0.8473199E-01
 3449   0.3353006E+01   0.1027993E+00   0.1704219E-01  -0.8564335E-01
 3450   0.3100177E+01   0.1009465E+00   0.1705455E-01  -0.8765209E-01
 3451   0.3252339E+01   0.1013118E+00   0.1725476E-01  -0.8522637E-01
 3452   0.2959251E+01   0.1011636E+00   0.1723228E-01  -0.8717470E-01
 3453   0.3300948E+01   0.1006362E+00   0.1706078E-01  -0.8566274E-01
 3454   0.3299988E+01   0.1011007E+00   0.1712233E-01  -0.8746891E-01
 3455   0.3220462E+01   0.9965665E-01   0.1685180E-01  -0.8273362E-01
 3456   0.3008960E+01   0.9878489E-01   0.1692488E-01  -0.8452393E-01
 3457   0.3131892E+01   0.9788596E-01   0.1712986E-01  -0.8399937E-01
 3458   0.3238202E+01   0.9991259E-01   0.1665544E-01  -0.8542203E-01
 3459   0.3198980E+01   0.9882232E-01   0.1711259E-01  -0.8075368E-01
 3460   0.3250007E+01   0.9816460E-01   0.1661243E-01  -0.8294791E-01
 3461   0.2957573E+01   0.9371776E-01   0.1688791E-01  -0.8162160E-01
 3462   0.3153615E+01   0.9822355E-01   0.1706415E-01  -0.8302498E-01
 3463   0.3079417E+01   0.9791109E-01   0.1702996E-01  -0.8343246E-01
 3464   0.3215877E+01   0.9782483E-01   0.1748413E-01  -0.8201822E-01
 3465   0.3053289E+01   0.9469441E-01   0.1748577E-01  -0.7712558E-01
 3466   0.2795737E+01   0.9515768E-01   0.1733870E-01  -0.8222437E-01
 3467   0.3121130E+01   0.9678854E-01   0.1686125E-01  -0.8495871E-01
 3468   0.3143859E+01   0.9611478E-01   0.1678319E-01  -0.8117755E-01
 3469   0.3077594E+01   0.9453063E-01   0.1689809E-01  -0.7943079E-01
 3470   0.3100637E+01   0.9521123E-01   0.1631556E-01  -0.7952077E-01
 3471   0.2956072E+01   0.9222966E-01   0.1723171E-01  -0.7618838E-01
 3472   0.3039024E+01   0.9440865E-01   0.1634077E-01  -0.8219177E-01
 3473   0.3108059E+01   0.9335551E-01   0.1715243E-01  -0.7925650E-01
 3474   0.2979808E+01   0.9286822E-01   0.1697650E-01  -0.7876331E-01
 3475   0.3000793E+01   0.9312876E-01   0.1669009E-01  -0.8252973E-01
 3476   0.3077535E+01   0.9322186E-01   0.1720077E-01  -0.7707970E-01
 3477   0.3023141E+01   0.9067765E-01   0.1673488E-01  -0.7739064E-01
 3478   0.2966431E+01   0.9146183E-01   0.1706056E-01  -0.7947420E-01
 3479   0.3017079E+01   0.9179577E-01   0.1698077E-01  -0.7975845E-01
 3480   0.2975357E+01   0.9058440E-01   0.1685975E-01  -0.7788294E-01
 3481   0.3150522E+01   0.9252532E-01   0.1706028E-01  -0.8731139E-01
 3482   0.2771630E+01   0.8911838E-01   0.1688499E-01  -0.6951942E-01
 3483   0.2829610E+01   0.9060615E-01   0.1682954E-01  -0.7574944E-01
 3484   0.2972072E+01   0.9027396E-01   0.1678052E-01  -0.8029296E-01
 3485   0.2911519E+01   0.8864687E-01   0.1683761E-01  -0.6985765E-01
 3486   0.2990236E+01   0.8985944E-01   0.1690211E-01  -0.7570475E-01
 3487   0.2767605E+01   0.8801674E-01   0.1684873E-01  -0.7392473E-01
 3488   0.2875602E+01   0.8849449E-01   0.1690423E-01  -0.7403791E-01
 3489   0.2915125E+01   0.9046170E-01   0.1682836E-01  -0.7339376E-01
 3490   0.2847508E+01   0.8599314E-01   0.1665503E-01  -0.7624241E-01
 3491   0.2783056E+01   0.8612924E-01   0.1656886E-01  -0.7495648E-01
 3492   0.2899704E+01   0.8752715E-01   0.1675120E-01  -0.7386865E-01
 3493   0.2778786E+01   0.8554657E-01   0.1676864E-01  -0.7332641E-01
 3494   0.2964591E+01   0.8754925E-01   0.1668187E-01  -0.7492201E-01
 3495   0.2676264E+01   0.8482095E-01   0.1667879E-01  -0.7859678E-01
 3496   0.2724658E+01   0.8446602E-01   0.1666651E-01  -0.7937580E-01
 3497   0.2788500E+01   0.8502653E-01   0.1665284E-01  -0.7221284E-01
 3498   0.2858634E+01   0.8594399E-01   0.1662810E-01  -0.7730481E-01
 3499   0.2698295E+01   0.8327651E-01   0.1661398E-01  -0.6595531E-01
 3500   0.2825952E+01   0.8280827E-01   0.1662051E-01  -0.6416537E-01
 3501   0.2681782E+01   0.8531549E-01   0.1660260E-01  -0.7709402E-01
 3502   0.2613708E+01   0.8379563E-01   0.1659445E-01  -0.7322464E-01
 3503   0.2719432E+01   0.8344042E-01   0.1657209E-01  -0.7271086E-01
 3504   0.2528609E+01   0.8193563E-01   0.1656317E-01  -0.6487595E-01
 3505   0.2818615E+01   0.8395040E-01   0.1658953E-01  -0.7591194E-01
 3506   0.2504253E+01   0.8359363E-01   0.1656390E-01  -0.6947508E-01
 3507   0.2648589E+01   0.8314969E-01   0.1655547E-01  -0.7190709E-01
 3508   0.2609754E+01   0.8028827E-01   0.1655158E-01  -0.7173981E-01
 3509   0.2621626E+01   0.8103242E-01   0.1652363E-01  -0.7346456E-01
 3510   0.2789621E+01   0.8288154E-01   0.1648835E-01  -0.7191443E-01
 3511   0.2663591E+01   0.8238994E-01   0.1649029E-01  -0.7370050E-01
 3512   0.2423736E+01   0.8061484E-01   0.1638622E-01  -0.6668583E-01
 3513   0.2679738E+01   0.8051032E-01   0.1638715E-01  -0.7250884E-01
 3514   0.2658462E+01   0.8082812E-01   0.1646527E-01  -0.6947947E-01
 3515   0.2734845E+01   0.8121059E-01   0.1654570E-01  -0.7509914E-01
 3516   0.2644617E+01   0.8063632E-01   0.1652179E-01  -0.6619495E-01
 3517   0.2448997E+01   0.7728964E-01   0.1652649E-01  -0.7339972E-01
 3518   0.2545336E+01   0.7874323E-01   0.1648654E-01  -0.7041711E-01
 3519   0.2722282E+01   0.8151398E-01   0.1642067E-01  -0.7222828E-01
 3520   0.2596023E+01   0.7932399E-01   0.1636624E-01  -0.7439427E-01
 3521   0.2521533E+01   0.7726393E-01   0.1649067E-01  -0.6532617E-01
 3522   0.2591932E+01   0.7775608E-01   0.1652736E-01  -0.6706231E-01
 3523   0.2543831E+01   0.7587455E-01   0.1640493E-01  -0.6797262E-01
 3524   0.2712895E+01   0.8026676E-01   0.1665931E-01  -0.6739234E-01
 3525   0.2434753E+01   0.7402966E-01   0.1631634E-01  -0.6544434E-01
 3526   0.2553662E+01   0.7657186E-01   0.1651912E-01  -0.6532493E-01
 3527   0.2506364E+01   0.7657477E-01   0.1647795E-01  -0.6771102E-01
 3528   0.2583974E+01   0.7546963E-01   0.1602917E-01  -0.6406413E-01
 3529   0.2619578E+01   0.7576133E-01   0.1682163E-01  -0.6368740E-01
 3530   0.2304722E+01   0.7540342E-01   0.1577841E-01  -0.7402353E-01
 3531   0.2388182E+01   0.7484463E-01   0.1633938E-01  -0.6215912E-01
 3532   0.2474019E+01   0.7549569E-01   0.1603630E-01  -0.6790775E-01
 3533   0.2420764E+01   0.7539650E-01   0.1581594E-01  -0.6686482E-01
 3534   0.2382592E+01   0.7509979E-01   0.1632561E-01  -0.6580336E-01
 3535   0.2606070E+01   0.7659503E-01   0.1590605E-01  -0.7577444E-01
 3536   0.2232626E+01   0.7263214E-01   0.1653645E-01  -0.5715454E-01
 3537   0.2462308E+01   0.7302631E-01   0.1672071E-01  -0.6172349E-01
 3538   0.2258684E+01   0.7316275E-01   0.1671703E-01  -0.5653750E-01
 3539   0.2392533E+01   0.7326105E-01   0.1632445E-01  -0.6255218E-01
 3540   0.2512047E+01   0.7418781E-01   0.1612020E-01  -0.6369512E-01
 3541   0.2437379E+01   0.7335541E-01   0.1625119E-01  -0.6114896E-01
 3542   0.2164780E+01   0.7107431E-01   0.1560376E-01  -0.6935082E-01
 3543   0.2220310E+01   0.7121438E-01   0.1628730E-01  -0.6274911E-01
 3544   0.2433405E+01   0.7317295E-01   0.1565915E-01  -0.6596684E-01
 3545   0.2343210E+01   0.7071529E-01   0.1605522E-01  -0.6339885E-01
 3546   0.2320036E+01   0.7252681E-01   0.1607738E-01  -0.6575125E-01
 3547   0.2286562E+01   0.6896477E-01   0.1604358E-01  -0.6434333E-01
 3548   0.2324338E+01   0.7206803E-01   0.1622557E-01  -0.6454709E-01
 3549   0.2340529E+01   0.7085884E-01   0.1589606E-01  -0.6415966E-01
 3550   0.2337146E+01   0.7107117E-01   0.1602626E-01  -0.6462128E-01
 3551   0.2315967E+01   0.6921727E-01   0.1620439E-01  -0.6111597E-01
 3552   0.2212330E+01   0.6829622E-01   0.1609669E-01  -0.6272442E-01
 3553   0.2300040E+01   0.7090655E-01   0.1614667E-01  -0.6219002E-01
 3554   0.2327672E+01   0.7103509E-01   0.1607416E-01  -0.6247473E-01
 3555   0.2272439E+01   0.6802781E-01   0.1601890E-01  -0.5765084E-01
 3556   0.2355398E+01   0.6999003E-01   0.1611431E-01  -0.6132401E-01
 3557   0.2219919E+01   0.6868060E-01   0.1599734E-01  -0.5753730E-01
 3558   0.2152953E+01   0.7079137E-01   0.1601477E-01  -0.5762569E-01
 3559   0.2344615E+01   0.6838387E-01   0.1605733E-01  -0.6290620E-01
 3560   0.2233673E+01   0.6667053E-01   0.1599732E-01  -0.5674724E-01
 3561   0.2292406E+01   0.6800602E-01   0.1601250E-01  -0.6022853E-01
 3562   0.2295163E+01   0.6923638E-01   0.1599419E-01  -0.5708919E-01
 3563   0.2266431E+01   0.6785235E-01   0.1601024E-01  -0.5700534E-01
 3564   0.2111269E+01   0.6636434E-01   0.1599837E-01  -0.6515726E-01
 3565   0.2314874E+01   0.6585556E-01   0.1597644E-01  -0.5936899E-01
 3566   0.2105963E+01   0.6445746E-01   0.1595973E-01  -0.5881023E-01
 3567   0.2497479E+01   0.6850442E-01   0.1594932E-01  -0.6160236E-01
 3568   0.2058987E+01   0.6613763E-01   0.1594368E-01  -0.5969232E-01
 3569   0.2173449E+01   0.6550396E-01   0.1593908E-01  -0.6127191E-01
 3570   0.2145093E+01   0.6575482E-01   0.1596982E-01  -0.5881134E-01
 3571   0.2198492E+01   0.6351912E-01   0.1587202E-01  -0.6203960E-01
 3572   0.2211282E+01   0.6501936E-01   0.1584075E-01  -0.6120313E-01
 3573   0.2066836E+01   0.6507053E-01   0.1577517E-01  -0.5835546E-01
 3574   0.2098339E+01   0.6363979E-01   0.1585780E-01  -0.5868226E-01
 3575   0.2285566E+01   0.6415994E-01   0.1586929E-01  -0.5691186E-01
 3576   0.1976675E+01   0.6476447E-01   0.1568930E-01  -0.6054246E-01
 3577   0.1748850E+01   0.6383467E-01   0.1566659E-01  -0.6130148E-01
 3578   0.2186846E+01   0.6449845E-01   0.1575047E-01  -0.5909827E-01
 3579   0.2037464E+01   0.6354557E-01   0.1588896E-01  -0.5893199E-01
 3580   0.2217091E+01   0.6397205E-01   0.1580536E-01  -0.5640100E-01
 3581   0.2003640E+01   0.6198769E-01   0.1570142E-01  -0.6381063E-01
 3582   0.1974804E+01   0.6256879E-01   0.1579670E-01  -0.5376977E-01
 3583   0.2051163E+01   0.6191478E-01   0.1564472E-01  -0.5385845E-01
 3584   0.2111662E+01   0.6375209E-01   0.1535564E-01  -0.5966524E-01
 3585   0.2032303E+01   0.6054038E-01   0.1580590E-01  -0.5278957E-01
 3586   0.2064048E+01   0.5805991E-01   0.1528542E-01  -0.5825666E-01
 3587   0.2035738E+01   0.6382123E-01   0.1558700E-01  -0.5621580E-01
 3588   0.2034801E+01   0.6134689E-01   0.1547253E-01  -0.5365912E-01
 3589   0.2060744E+01   0.6324043E-01   0.1520282E-01  -0.6091934E-01
 3590   0.1926860E+01   0.5873002E-01   0.1594253E-01  -0.4640314E-01
 3591   0.2075255E+01   0.6195307E-01   0.1539378E-01  -0.5707796E-01
 3592   0.1825111E+01   0.6194450E-01   0.1619962E-01  -0.5872266E-01
 3593   0.1899764E+01   0.6116473E-01   0.1621187E-01  -0.6088160E-01
 3594   0.2075072E+01   0.6009498E-01   0.1606616E-01  -0.5268929E-01
 3595   0.1918533E+01   0.6032863E-01   0.1573604E-01  -0.5485178E-01
 3596   0.2119223E+01   0.6097346E-01   0.1519919E-01  -0.5619870E-01
 3597   0.2040309E+01   0.6168818E-01   0.1572450E-01  -0.5351831E-01
 3598   0.1835684E+01   0.5576957E-01   0.1483844E-01  -0.5618114E-01
 3599   0.1961871E+01   0.5850554E-01   0.1571345E-01  -0.5441444E-01
 3600   0.1984608E+01   0.6001182E-01   0.1524105E-01  -0.5891275E-01
 3601   0.2133651E+01   0.6036378E-01   0.1528255E-01  -0.5743886E-01
 3602   0.2004058E+01   0.5983739E-01   0.1598409E-01  -0.5487977E-01
 3603   0.1850925E+01   0.5617196E-01   0.1514328E-01  -0.5354052E-01
 3604   0.1939482E+01   0.5607146E-01   0.1588460E-01  -0.4799931E-01
 3605   0.2088078E+01   0.6109636E-01   0.1553478E-01  -0.6228901E-01
 3606   0.2067081E+01   0.5759879E-01   0.1557286E-01  -0.5475933E-01
 3607   0.1717343E+01   0.5719578E-01   0.1576185E-01  -0.4678526E-01
 3608   0.1957870E+01   0.5775730E-01   0.1550997E-01  -0.5277689E-01
