  # ell             TT              EE              BB               TE 
  798   0.2519659E+04   0.1625150E+02   0.1003360E+00  -0.9364982E+02
  799   0.2522338E+04   0.1606151E+02   0.1004781E+00  -0.9211683E+02
  800   0.2524814E+04   0.1587542E+02   0.1006237E+00  -0.9056430E+02
  801   0.2527148E+04   0.1569412E+02   0.1007602E+00  -0.8899209E+02
  802   0.2529298E+04   0.1551674E+02   0.1008994E+00  -0.8740189E+02
  803   0.2531264E+04   0.1534388E+02   0.1010431E+00  -0.8579425E+02
  804   0.2533056E+04   0.1517513E+02   0.1011827E+00  -0.8416940E+02
  805   0.2534659E+04   0.1501131E+02   0.1013177E+00  -0.8252856E+02
  806   0.2536070E+04   0.1485232E+02   0.1014556E+00  -0.8087233E+02
  807   0.2537343E+04   0.1469762E+02   0.1015914E+00  -0.7919986E+02
  808   0.2538407E+04   0.1454792E+02   0.1017291E+00  -0.7751331E+02
  809   0.2539277E+04   0.1440278E+02   0.1018619E+00  -0.7581307E+02
  810   0.2539978E+04   0.1426321E+02   0.1019907E+00  -0.7410002E+02
  811   0.2540466E+04   0.1412806E+02   0.1021260E+00  -0.7237456E+02
  812   0.2540779E+04   0.1399815E+02   0.1022620E+00  -0.7063627E+02
  813   0.2540921E+04   0.1387385E+02   0.1023890E+00  -0.6888752E+02
  814   0.2540855E+04   0.1375450E+02   0.1025161E+00  -0.6712782E+02
  815   0.2540596E+04   0.1364082E+02   0.1026445E+00  -0.6535882E+02
  816   0.2540143E+04   0.1353206E+02   0.1027721E+00  -0.6357978E+02
  817   0.2539482E+04   0.1342830E+02   0.1028926E+00  -0.6179162E+02
  818   0.2538663E+04   0.1333155E+02   0.1030190E+00  -0.5999662E+02
  819   0.2537619E+04   0.1323965E+02   0.1031440E+00  -0.5819357E+02
  820   0.2536400E+04   0.1315380E+02   0.1032619E+00  -0.5638321E+02
  821   0.2534946E+04   0.1307339E+02   0.1033712E+00  -0.5456886E+02
  822   0.2533314E+04   0.1299887E+02   0.1034881E+00  -0.5274658E+02
  823   0.2531481E+04   0.1293062E+02   0.1036093E+00  -0.5092048E+02
  824   0.2529458E+04   0.1286833E+02   0.1037312E+00  -0.4909075E+02
  825   0.2527212E+04   0.1281185E+02   0.1038419E+00  -0.4725551E+02
  826   0.2524770E+04   0.1276167E+02   0.1039524E+00  -0.4541915E+02
  827   0.2522146E+04   0.1271732E+02   0.1040583E+00  -0.4357992E+02
  828   0.2519305E+04   0.1267895E+02   0.1041669E+00  -0.4173923E+02
  829   0.2516305E+04   0.1264698E+02   0.1042799E+00  -0.3989821E+02
  830   0.2513051E+04   0.1262006E+02   0.1043846E+00  -0.3805601E+02
  831   0.2509647E+04   0.1259966E+02   0.1044841E+00  -0.3621492E+02
  832   0.2506054E+04   0.1258528E+02   0.1045831E+00  -0.3437512E+02
  833   0.2502252E+04   0.1257660E+02   0.1046801E+00  -0.3253679E+02
  834   0.2498250E+04   0.1257421E+02   0.1047853E+00  -0.3070146E+02
  835   0.2494112E+04   0.1257749E+02   0.1048912E+00  -0.2886886E+02
  836   0.2489733E+04   0.1258624E+02   0.1049793E+00  -0.2704026E+02
  837   0.2485215E+04   0.1260136E+02   0.1050647E+00  -0.2521565E+02
  838   0.2480485E+04   0.1262212E+02   0.1051565E+00  -0.2339694E+02
  839   0.2475573E+04   0.1264869E+02   0.1052486E+00  -0.2158363E+02
  840   0.2470530E+04   0.1268159E+02   0.1053363E+00  -0.1977660E+02
  841   0.2465225E+04   0.1271977E+02   0.1054217E+00  -0.1797748E+02
  842   0.2459789E+04   0.1276396E+02   0.1055065E+00  -0.1618560E+02
  843   0.2454172E+04   0.1281326E+02   0.1055882E+00  -0.1440165E+02
  844   0.2448392E+04   0.1286946E+02   0.1056686E+00  -0.1262810E+02
  845   0.2442436E+04   0.1293081E+02   0.1057422E+00  -0.1086375E+02
  846   0.2436287E+04   0.1299809E+02   0.1058232E+00  -0.9109996E+01
  847   0.2429984E+04   0.1307067E+02   0.1058981E+00  -0.7366751E+01
  848   0.2423512E+04   0.1314924E+02   0.1059705E+00  -0.5635974E+01
  849   0.2416882E+04   0.1323360E+02   0.1060398E+00  -0.3917992E+01
  850   0.2410087E+04   0.1332351E+02   0.1061101E+00  -0.2212350E+01
  851   0.2403105E+04   0.1341883E+02   0.1061776E+00  -0.5205603E+00
  852   0.2395949E+04   0.1351994E+02   0.1062414E+00   0.1157539E+01
  853   0.2388684E+04   0.1362676E+02   0.1063068E+00   0.2818948E+01
  854   0.2381230E+04   0.1373923E+02   0.1063663E+00   0.4465831E+01
  855   0.2373617E+04   0.1385694E+02   0.1064241E+00   0.6095799E+01
  856   0.2365852E+04   0.1398046E+02   0.1064791E+00   0.7708701E+01
  857   0.2357898E+04   0.1410910E+02   0.1065379E+00   0.9304120E+01
  858   0.2349841E+04   0.1424394E+02   0.1065889E+00   0.1088149E+02
  859   0.2341626E+04   0.1438404E+02   0.1066395E+00   0.1244000E+02
  860   0.2333219E+04   0.1452918E+02   0.1066873E+00   0.1397909E+02
  861   0.2324708E+04   0.1468039E+02   0.1067349E+00   0.1549730E+02
  862   0.2316020E+04   0.1483661E+02   0.1067802E+00   0.1699509E+02
  863   0.2307216E+04   0.1499828E+02   0.1068199E+00   0.1847046E+02
  864   0.2298219E+04   0.1516543E+02   0.1068634E+00   0.1992667E+02
  865   0.2289112E+04   0.1533755E+02   0.1068985E+00   0.2135878E+02
  866   0.2279877E+04   0.1551505E+02   0.1069393E+00   0.2276829E+02
  867   0.2270511E+04   0.1569755E+02   0.1069698E+00   0.2415535E+02
  868   0.2261002E+04   0.1588472E+02   0.1070038E+00   0.2551944E+02
  869   0.2251361E+04   0.1607654E+02   0.1070396E+00   0.2685979E+02
  870   0.2241616E+04   0.1627368E+02   0.1070528E+00   0.2817652E+02
  871   0.2231726E+04   0.1647490E+02   0.1071014E+00   0.2946994E+02
  872   0.2221757E+04   0.1668100E+02   0.1071055E+00   0.3073767E+02
  873   0.2211638E+04   0.1689116E+02   0.1071295E+00   0.3198130E+02
  874   0.2201433E+04   0.1710574E+02   0.1071711E+00   0.3320031E+02
  875   0.2191126E+04   0.1732469E+02   0.1071449E+00   0.3439240E+02
  876   0.2180682E+04   0.1754732E+02   0.1072234E+00   0.3556241E+02
  877   0.2170151E+04   0.1777385E+02   0.1071799E+00   0.3670327E+02
  878   0.2159554E+04   0.1800502E+02   0.1072090E+00   0.3781844E+02
  879   0.2148839E+04   0.1823929E+02   0.1072388E+00   0.3890868E+02
  880   0.2138062E+04   0.1847774E+02   0.1072065E+00   0.3996959E+02
  881   0.2127148E+04   0.1871911E+02   0.1072703E+00   0.4100643E+02
  882   0.2116165E+04   0.1896413E+02   0.1072286E+00   0.4201311E+02
  883   0.2105156E+04   0.1921315E+02   0.1072583E+00   0.4299196E+02
  884   0.2094026E+04   0.1946493E+02   0.1072668E+00   0.4394377E+02
  885   0.2082842E+04   0.1971988E+02   0.1072589E+00   0.4486747E+02
  886   0.2071544E+04   0.1997775E+02   0.1072594E+00   0.4576232E+02
  887   0.2060246E+04   0.2023905E+02   0.1072327E+00   0.4662749E+02
  888   0.2048854E+04   0.2050278E+02   0.1072412E+00   0.4746422E+02
  889   0.2037402E+04   0.2076952E+02   0.1072163E+00   0.4827021E+02
  890   0.2025886E+04   0.2103841E+02   0.1072087E+00   0.4904837E+02
  891   0.2014328E+04   0.2131029E+02   0.1071976E+00   0.4979401E+02
  892   0.2002718E+04   0.2158450E+02   0.1071848E+00   0.5051119E+02
  893   0.1991073E+04   0.2186108E+02   0.1071714E+00   0.5119718E+02
  894   0.1979373E+04   0.2213990E+02   0.1071638E+00   0.5185122E+02
  895   0.1967639E+04   0.2242051E+02   0.1071445E+00   0.5247588E+02
  896   0.1955877E+04   0.2270391E+02   0.1071085E+00   0.5306616E+02
  897   0.1944070E+04   0.2298859E+02   0.1071054E+00   0.5362696E+02
  898   0.1932219E+04   0.2327490E+02   0.1070933E+00   0.5415700E+02
  899   0.1920380E+04   0.2356348E+02   0.1070862E+00   0.5465076E+02
  900   0.1908493E+04   0.2385328E+02   0.1070398E+00   0.5511423E+02
  901   0.1896612E+04   0.2414504E+02   0.1069962E+00   0.5554323E+02
  902   0.1884697E+04   0.2443796E+02   0.1069931E+00   0.5594042E+02
  903   0.1872740E+04   0.2473134E+02   0.1069058E+00   0.5630487E+02
  904   0.1860827E+04   0.2502728E+02   0.1069426E+00   0.5663467E+02
  905   0.1848884E+04   0.2532345E+02   0.1068463E+00   0.5693089E+02
  906   0.1836955E+04   0.2562081E+02   0.1068421E+00   0.5719576E+02
  907   0.1824991E+04   0.2591882E+02   0.1068285E+00   0.5742719E+02
  908   0.1813051E+04   0.2621736E+02   0.1067397E+00   0.5762594E+02
  909   0.1801115E+04   0.2651683E+02   0.1067517E+00   0.5779310E+02
  910   0.1789206E+04   0.2681665E+02   0.1066751E+00   0.5792817E+02
  911   0.1777284E+04   0.2711637E+02   0.1066473E+00   0.5803079E+02
  912   0.1765343E+04   0.2741678E+02   0.1066116E+00   0.5810136E+02
  913   0.1753499E+04   0.2771718E+02   0.1065463E+00   0.5814150E+02
  914   0.1741622E+04   0.2801717E+02   0.1065160E+00   0.5815021E+02
  915   0.1729800E+04   0.2831743E+02   0.1064618E+00   0.5812822E+02
  916   0.1717969E+04   0.2861703E+02   0.1064155E+00   0.5807473E+02
  917   0.1706198E+04   0.2891624E+02   0.1063688E+00   0.5799048E+02
  918   0.1694459E+04   0.2921524E+02   0.1063145E+00   0.5787643E+02
  919   0.1682748E+04   0.2951318E+02   0.1062643E+00   0.5773208E+02
  920   0.1671055E+04   0.2981034E+02   0.1062126E+00   0.5755855E+02
  921   0.1659467E+04   0.3010689E+02   0.1061618E+00   0.5735398E+02
  922   0.1647855E+04   0.3040205E+02   0.1061069E+00   0.5712116E+02
  923   0.1636338E+04   0.3069626E+02   0.1060506E+00   0.5685835E+02
  924   0.1624843E+04   0.3098899E+02   0.1059962E+00   0.5656622E+02
  925   0.1613405E+04   0.3128027E+02   0.1059410E+00   0.5624543E+02
  926   0.1602070E+04   0.3157061E+02   0.1058801E+00   0.5589665E+02
  927   0.1590736E+04   0.3185865E+02   0.1058281E+00   0.5551924E+02
  928   0.1579488E+04   0.3214529E+02   0.1057630E+00   0.5511357E+02
  929   0.1568304E+04   0.3242932E+02   0.1057013E+00   0.5467987E+02
  930   0.1557195E+04   0.3271243E+02   0.1056470E+00   0.5421853E+02
  931   0.1546165E+04   0.3299286E+02   0.1055890E+00   0.5372955E+02
  932   0.1535170E+04   0.3327109E+02   0.1055265E+00   0.5321327E+02
  933   0.1524274E+04   0.3354672E+02   0.1054651E+00   0.5267025E+02
  934   0.1513498E+04   0.3381996E+02   0.1054027E+00   0.5210130E+02
  935   0.1502772E+04   0.3409095E+02   0.1053417E+00   0.5150394E+02
  936   0.1492138E+04   0.3435898E+02   0.1052811E+00   0.5088148E+02
  937   0.1481582E+04   0.3462368E+02   0.1052152E+00   0.5023288E+02
  938   0.1471106E+04   0.3488571E+02   0.1051561E+00   0.4955836E+02
  939   0.1460760E+04   0.3514508E+02   0.1050943E+00   0.4885800E+02
  940   0.1450518E+04   0.3540145E+02   0.1050273E+00   0.4813174E+02
  941   0.1440340E+04   0.3565329E+02   0.1049639E+00   0.4738150E+02
  942   0.1430292E+04   0.3590247E+02   0.1048979E+00   0.4660602E+02
  943   0.1420327E+04   0.3614779E+02   0.1048324E+00   0.4580550E+02
  944   0.1410491E+04   0.3638953E+02   0.1047648E+00   0.4498141E+02
  945   0.1400781E+04   0.3662831E+02   0.1047008E+00   0.4413177E+02
  946   0.1391124E+04   0.3686183E+02   0.1046411E+00   0.4325891E+02
  947   0.1381646E+04   0.3709251E+02   0.1045784E+00   0.4236354E+02
  948   0.1372252E+04   0.3731873E+02   0.1045006E+00   0.4144541E+02
  949   0.1362997E+04   0.3754099E+02   0.1044296E+00   0.4050600E+02
  950   0.1353831E+04   0.3775941E+02   0.1043697E+00   0.3954387E+02
  951   0.1344778E+04   0.3797328E+02   0.1043157E+00   0.3856251E+02
  952   0.1335864E+04   0.3818300E+02   0.1042413E+00   0.3756016E+02
  953   0.1327099E+04   0.3838885E+02   0.1041797E+00   0.3653706E+02
  954   0.1318415E+04   0.3858987E+02   0.1041137E+00   0.3549598E+02
  955   0.1309846E+04   0.3878687E+02   0.1040448E+00   0.3443542E+02
  956   0.1301429E+04   0.3897927E+02   0.1039874E+00   0.3335715E+02
  957   0.1293118E+04   0.3916647E+02   0.1039235E+00   0.3226200E+02
  958   0.1284923E+04   0.3935005E+02   0.1038549E+00   0.3114865E+02
  959   0.1276849E+04   0.3952882E+02   0.1037962E+00   0.3001912E+02
  960   0.1268980E+04   0.3970281E+02   0.1037266E+00   0.2887478E+02
  961   0.1261177E+04   0.3987208E+02   0.1036567E+00   0.2771402E+02
  962   0.1253500E+04   0.4003645E+02   0.1035952E+00   0.2653924E+02
  963   0.1245922E+04   0.4019545E+02   0.1035470E+00   0.2534952E+02
  964   0.1238552E+04   0.4035065E+02   0.1034854E+00   0.2414717E+02
  965   0.1231271E+04   0.4050032E+02   0.1034187E+00   0.2293077E+02
  966   0.1224144E+04   0.4064512E+02   0.1033540E+00   0.2170251E+02
  967   0.1217134E+04   0.4078441E+02   0.1032953E+00   0.2046222E+02
  968   0.1210199E+04   0.4091852E+02   0.1032366E+00   0.1921033E+02
  969   0.1203500E+04   0.4104852E+02   0.1031783E+00   0.1794668E+02
  970   0.1196887E+04   0.4117229E+02   0.1031221E+00   0.1667435E+02
  971   0.1190426E+04   0.4129105E+02   0.1030633E+00   0.1539117E+02
  972   0.1184076E+04   0.4140403E+02   0.1030009E+00   0.1410030E+02
  973   0.1177879E+04   0.4151221E+02   0.1029491E+00   0.1279871E+02
  974   0.1171857E+04   0.4161499E+02   0.1028957E+00   0.1149000E+02
  975   0.1165946E+04   0.4171180E+02   0.1028407E+00   0.1017361E+02
  976   0.1160161E+04   0.4180301E+02   0.1027857E+00   0.8850918E+01
  977   0.1154542E+04   0.4188888E+02   0.1027326E+00   0.7521020E+01
  978   0.1149042E+04   0.4196902E+02   0.1026816E+00   0.6186012E+01
  979   0.1143692E+04   0.4204354E+02   0.1026345E+00   0.4845004E+01
  980   0.1138515E+04   0.4211184E+02   0.1025850E+00   0.3498934E+01
  981   0.1133459E+04   0.4217465E+02   0.1025294E+00   0.2149155E+01
  982   0.1128555E+04   0.4223150E+02   0.1024838E+00   0.7962528E+00
  983   0.1123807E+04   0.4228263E+02   0.1024372E+00  -0.5607008E+00
  984   0.1119154E+04   0.4232721E+02   0.1023940E+00  -0.1920232E+01
  985   0.1114704E+04   0.4236635E+02   0.1023474E+00  -0.3280935E+01
  986   0.1110406E+04   0.4239931E+02   0.1023022E+00  -0.4643119E+01
  987   0.1106243E+04   0.4242608E+02   0.1022591E+00  -0.6007456E+01
  988   0.1102248E+04   0.4244694E+02   0.1022191E+00  -0.7371334E+01
  989   0.1098315E+04   0.4246062E+02   0.1021793E+00  -0.8732493E+01
  990   0.1094630E+04   0.4246925E+02   0.1021386E+00  -0.1009668E+02
  991   0.1091055E+04   0.4247192E+02   0.1020950E+00  -0.1145877E+02
  992   0.1087636E+04   0.4246815E+02   0.1020627E+00  -0.1281935E+02
  993   0.1084343E+04   0.4245851E+02   0.1020266E+00  -0.1417762E+02
  994   0.1081198E+04   0.4244283E+02   0.1019836E+00  -0.1553327E+02
  995   0.1078203E+04   0.4242138E+02   0.1019611E+00  -0.1688560E+02
  996   0.1075352E+04   0.4239433E+02   0.1019119E+00  -0.1823535E+02
  997   0.1072607E+04   0.4236132E+02   0.1018922E+00  -0.1958000E+02
  998   0.1070024E+04   0.4232233E+02   0.1018657E+00  -0.2091975E+02
  999   0.1067594E+04   0.4227819E+02   0.1018065E+00  -0.2225651E+02
 1000   0.1065256E+04   0.4222783E+02   0.1018255E+00  -0.2358476E+02
 1001   0.1063085E+04   0.4217221E+02   0.1017481E+00  -0.2491023E+02
 1002   0.1061023E+04   0.4211099E+02   0.1017624E+00  -0.2622818E+02
 1003   0.1059091E+04   0.4204387E+02   0.1017344E+00  -0.2753537E+02
 1004   0.1057306E+04   0.4197185E+02   0.1016583E+00  -0.2884083E+02
 1005   0.1055650E+04   0.4189426E+02   0.1017088E+00  -0.3013483E+02
 1006   0.1054067E+04   0.4181072E+02   0.1016139E+00  -0.3142056E+02
 1007   0.1052683E+04   0.4172284E+02   0.1016589E+00  -0.3269891E+02
 1008   0.1051392E+04   0.4162911E+02   0.1016171E+00  -0.3396948E+02
 1009   0.1050200E+04   0.4153017E+02   0.1016128E+00  -0.3522776E+02
 1010   0.1049157E+04   0.4142619E+02   0.1016013E+00  -0.3647607E+02
 1011   0.1048211E+04   0.4131671E+02   0.1015783E+00  -0.3771320E+02
 1012   0.1047414E+04   0.4120279E+02   0.1015731E+00  -0.3894026E+02
 1013   0.1046698E+04   0.4108332E+02   0.1015353E+00  -0.4015473E+02
 1014   0.1046123E+04   0.4095897E+02   0.1015539E+00  -0.4135709E+02
 1015   0.1045628E+04   0.4082953E+02   0.1015253E+00  -0.4254746E+02
 1016   0.1045282E+04   0.4069523E+02   0.1015065E+00  -0.4372330E+02
 1017   0.1045024E+04   0.4055666E+02   0.1015143E+00  -0.4488707E+02
 1018   0.1044874E+04   0.4041256E+02   0.1014988E+00  -0.4603592E+02
 1019   0.1044810E+04   0.4026357E+02   0.1014942E+00  -0.4717065E+02
 1020   0.1044899E+04   0.4011080E+02   0.1015034E+00  -0.4829021E+02
 1021   0.1045079E+04   0.3995262E+02   0.1015028E+00  -0.4939309E+02
 1022   0.1045348E+04   0.3979054E+02   0.1014985E+00  -0.5048322E+02
 1023   0.1045714E+04   0.3962310E+02   0.1015234E+00  -0.5155376E+02
 1024   0.1046160E+04   0.3945140E+02   0.1014981E+00  -0.5260768E+02
 1025   0.1046727E+04   0.3927529E+02   0.1015200E+00  -0.5364579E+02
 1026   0.1047442E+04   0.3909546E+02   0.1015276E+00  -0.5466780E+02
 1027   0.1048178E+04   0.3891010E+02   0.1015592E+00  -0.5566798E+02
 1028   0.1049027E+04   0.3872079E+02   0.1015674E+00  -0.5665099E+02
 1029   0.1049984E+04   0.3852776E+02   0.1015320E+00  -0.5761600E+02
 1030   0.1051010E+04   0.3833013E+02   0.1015844E+00  -0.5855934E+02
 1031   0.1052164E+04   0.3812904E+02   0.1015379E+00  -0.5948537E+02
 1032   0.1053344E+04   0.3792214E+02   0.1015941E+00  -0.6038885E+02
 1033   0.1054663E+04   0.3771294E+02   0.1015965E+00  -0.6127312E+02
 1034   0.1056045E+04   0.3749926E+02   0.1015757E+00  -0.6213691E+02
 1035   0.1057521E+04   0.3728178E+02   0.1016702E+00  -0.6297849E+02
 1036   0.1059039E+04   0.3706106E+02   0.1016148E+00  -0.6380190E+02
 1037   0.1060632E+04   0.3683631E+02   0.1016794E+00  -0.6460249E+02
 1038   0.1062338E+04   0.3660801E+02   0.1016888E+00  -0.6538250E+02
 1039   0.1064101E+04   0.3637686E+02   0.1016888E+00  -0.6614156E+02
 1040   0.1065925E+04   0.3614221E+02   0.1017457E+00  -0.6687906E+02
 1041   0.1067818E+04   0.3590450E+02   0.1017396E+00  -0.6759592E+02
 1042   0.1069812E+04   0.3566386E+02   0.1017774E+00  -0.6829128E+02
 1043   0.1071791E+04   0.3542021E+02   0.1018051E+00  -0.6896621E+02
 1044   0.1073881E+04   0.3517374E+02   0.1018224E+00  -0.6961871E+02
 1045   0.1075993E+04   0.3492479E+02   0.1018619E+00  -0.7024935E+02
 1046   0.1078226E+04   0.3467298E+02   0.1018817E+00  -0.7085954E+02
 1047   0.1080462E+04   0.3441887E+02   0.1019131E+00  -0.7144793E+02
 1048   0.1082773E+04   0.3416257E+02   0.1019459E+00  -0.7201378E+02
 1049   0.1085044E+04   0.3390342E+02   0.1019742E+00  -0.7255827E+02
 1050   0.1087481E+04   0.3364290E+02   0.1020070E+00  -0.7308123E+02
 1051   0.1089911E+04   0.3338011E+02   0.1020412E+00  -0.7358100E+02
 1052   0.1092383E+04   0.3311526E+02   0.1020745E+00  -0.7406020E+02
 1053   0.1094894E+04   0.3284862E+02   0.1021107E+00  -0.7451642E+02
 1054   0.1097418E+04   0.3257990E+02   0.1021494E+00  -0.7495067E+02
 1055   0.1100003E+04   0.3231081E+02   0.1021804E+00  -0.7536273E+02
 1056   0.1102629E+04   0.3203916E+02   0.1022169E+00  -0.7575328E+02
 1057   0.1105253E+04   0.3176666E+02   0.1022635E+00  -0.7612033E+02
 1058   0.1107931E+04   0.3149219E+02   0.1023034E+00  -0.7646516E+02
 1059   0.1110561E+04   0.3121725E+02   0.1023405E+00  -0.7678887E+02
 1060   0.1113316E+04   0.3094139E+02   0.1023821E+00  -0.7708938E+02
 1061   0.1116056E+04   0.3066404E+02   0.1024249E+00  -0.7736561E+02
 1062   0.1118789E+04   0.3038569E+02   0.1024667E+00  -0.7762047E+02
 1063   0.1121557E+04   0.3010747E+02   0.1025093E+00  -0.7785310E+02
 1064   0.1124332E+04   0.2982808E+02   0.1025569E+00  -0.7806328E+02
 1065   0.1127099E+04   0.2954854E+02   0.1026054E+00  -0.7824979E+02
 1066   0.1129909E+04   0.2926778E+02   0.1026441E+00  -0.7841374E+02
 1067   0.1132700E+04   0.2898765E+02   0.1026856E+00  -0.7855427E+02
 1068   0.1135500E+04   0.2870695E+02   0.1027361E+00  -0.7867287E+02
 1069   0.1138324E+04   0.2842685E+02   0.1027858E+00  -0.7876727E+02
 1070   0.1141099E+04   0.2814525E+02   0.1028349E+00  -0.7883969E+02
 1071   0.1143877E+04   0.2786470E+02   0.1028759E+00  -0.7888971E+02
 1072   0.1146705E+04   0.2758509E+02   0.1029198E+00  -0.7891553E+02
 1073   0.1149466E+04   0.2730476E+02   0.1029706E+00  -0.7891768E+02
 1074   0.1152283E+04   0.2702588E+02   0.1030295E+00  -0.7889815E+02
 1075   0.1154974E+04   0.2674669E+02   0.1030731E+00  -0.7885357E+02
 1076   0.1157742E+04   0.2646848E+02   0.1031130E+00  -0.7878700E+02
 1077   0.1160479E+04   0.2619148E+02   0.1031651E+00  -0.7869803E+02
 1078   0.1163207E+04   0.2591459E+02   0.1032263E+00  -0.7858338E+02
 1079   0.1165861E+04   0.2563921E+02   0.1032633E+00  -0.7844754E+02
 1080   0.1168528E+04   0.2536496E+02   0.1033169E+00  -0.7828834E+02
 1081   0.1171163E+04   0.2509145E+02   0.1033668E+00  -0.7810686E+02
 1082   0.1173809E+04   0.2481988E+02   0.1034161E+00  -0.7790401E+02
 1083   0.1176338E+04   0.2454859E+02   0.1034696E+00  -0.7767969E+02
 1084   0.1178909E+04   0.2427899E+02   0.1035178E+00  -0.7743253E+02
 1085   0.1181493E+04   0.2401171E+02   0.1035679E+00  -0.7716532E+02
 1086   0.1183964E+04   0.2374531E+02   0.1036227E+00  -0.7687725E+02
 1087   0.1186448E+04   0.2348063E+02   0.1036772E+00  -0.7656822E+02
 1088   0.1188849E+04   0.2321752E+02   0.1037239E+00  -0.7624002E+02
 1089   0.1191262E+04   0.2295674E+02   0.1037654E+00  -0.7589165E+02
 1090   0.1193624E+04   0.2269761E+02   0.1038062E+00  -0.7552403E+02
 1091   0.1195971E+04   0.2244093E+02   0.1038676E+00  -0.7513703E+02
 1092   0.1198212E+04   0.2218506E+02   0.1039244E+00  -0.7473029E+02
 1093   0.1200495E+04   0.2193258E+02   0.1039735E+00  -0.7430607E+02
 1094   0.1202686E+04   0.2168259E+02   0.1040166E+00  -0.7386512E+02
 1095   0.1204795E+04   0.2143414E+02   0.1040650E+00  -0.7340499E+02
 1096   0.1206942E+04   0.2118827E+02   0.1041169E+00  -0.7292726E+02
 1097   0.1208968E+04   0.2094463E+02   0.1041685E+00  -0.7243147E+02
 1098   0.1211025E+04   0.2070435E+02   0.1042130E+00  -0.7192198E+02
 1099   0.1212969E+04   0.2046643E+02   0.1042553E+00  -0.7139361E+02
 1100   0.1214870E+04   0.2023089E+02   0.1043093E+00  -0.7085010E+02
 1101   0.1216743E+04   0.1999837E+02   0.1043580E+00  -0.7029026E+02
 1102   0.1218569E+04   0.1976888E+02   0.1044018E+00  -0.6971562E+02
 1103   0.1220325E+04   0.1954252E+02   0.1044486E+00  -0.6912530E+02
 1104   0.1222021E+04   0.1931888E+02   0.1044961E+00  -0.6852107E+02
 1105   0.1223611E+04   0.1909821E+02   0.1045419E+00  -0.6790028E+02
 1106   0.1225230E+04   0.1888147E+02   0.1045895E+00  -0.6726822E+02
 1107   0.1226749E+04   0.1866759E+02   0.1046315E+00  -0.6662116E+02
 1108   0.1228224E+04   0.1845733E+02   0.1046724E+00  -0.6596074E+02
 1109   0.1229593E+04   0.1825020E+02   0.1047208E+00  -0.6528643E+02
 1110   0.1230916E+04   0.1804666E+02   0.1047629E+00  -0.6460102E+02
 1111   0.1232166E+04   0.1784707E+02   0.1048047E+00  -0.6390282E+02
 1112   0.1233431E+04   0.1765161E+02   0.1048472E+00  -0.6319243E+02
 1113   0.1234516E+04   0.1745892E+02   0.1048858E+00  -0.6246906E+02
 1114   0.1235560E+04   0.1727051E+02   0.1049239E+00  -0.6173372E+02
 1115   0.1236570E+04   0.1708641E+02   0.1049625E+00  -0.6099046E+02
 1116   0.1237474E+04   0.1690545E+02   0.1050031E+00  -0.6023432E+02
 1117   0.1238340E+04   0.1672978E+02   0.1050405E+00  -0.5946883E+02
 1118   0.1239081E+04   0.1655746E+02   0.1050720E+00  -0.5869342E+02
 1119   0.1239770E+04   0.1638948E+02   0.1051154E+00  -0.5790763E+02
 1120   0.1240404E+04   0.1622628E+02   0.1051361E+00  -0.5711343E+02
 1121   0.1240928E+04   0.1606687E+02   0.1051808E+00  -0.5630914E+02
 1122   0.1241398E+04   0.1591207E+02   0.1052071E+00  -0.5549669E+02
 1123   0.1241779E+04   0.1576256E+02   0.1052328E+00  -0.5467696E+02
 1124   0.1242055E+04   0.1561672E+02   0.1052894E+00  -0.5384679E+02
 1125   0.1242265E+04   0.1547608E+02   0.1052770E+00  -0.5301144E+02
 1126   0.1242386E+04   0.1533988E+02   0.1053441E+00  -0.5216875E+02
 1127   0.1242432E+04   0.1520828E+02   0.1053541E+00  -0.5131787E+02
 1128   0.1242442E+04   0.1508224E+02   0.1053641E+00  -0.5046286E+02
 1129   0.1242278E+04   0.1495964E+02   0.1054523E+00  -0.4959780E+02
 1130   0.1242074E+04   0.1484206E+02   0.1053717E+00  -0.4872959E+02
 1131   0.1241763E+04   0.1472935E+02   0.1054794E+00  -0.4785470E+02
 1132   0.1241458E+04   0.1462160E+02   0.1054503E+00  -0.4697893E+02
 1133   0.1241000E+04   0.1451830E+02   0.1054844E+00  -0.4609692E+02
 1134   0.1240503E+04   0.1441950E+02   0.1055302E+00  -0.4520995E+02
 1135   0.1239844E+04   0.1432514E+02   0.1055326E+00  -0.4432178E+02
 1136   0.1239191E+04   0.1423596E+02   0.1055835E+00  -0.4342828E+02
 1137   0.1238457E+04   0.1415136E+02   0.1055942E+00  -0.4253377E+02
 1138   0.1237602E+04   0.1407092E+02   0.1055877E+00  -0.4163511E+02
 1139   0.1236681E+04   0.1399547E+02   0.1055735E+00  -0.4073649E+02
 1140   0.1235698E+04   0.1392417E+02   0.1056043E+00  -0.3983538E+02
 1141   0.1234627E+04   0.1385838E+02   0.1056296E+00  -0.3893308E+02
 1142   0.1233496E+04   0.1379634E+02   0.1056115E+00  -0.3803085E+02
 1143   0.1232249E+04   0.1373927E+02   0.1056480E+00  -0.3712765E+02
 1144   0.1230966E+04   0.1368651E+02   0.1056259E+00  -0.3622558E+02
 1145   0.1229582E+04   0.1363829E+02   0.1056385E+00  -0.3532336E+02
 1146   0.1228128E+04   0.1359533E+02   0.1056503E+00  -0.3442279E+02
