       2   0.9930811E-04   0.9777098E+00   0.8686709E+00
       3   0.3980360E-03   0.9598712E+00   0.8609215E+00
       4   0.1138569E-02   0.9625725E+00   0.8515575E+00
       5   0.2490710E-02   0.9135860E+00   0.8394328E+00
       6   0.4877161E-02   0.8896457E+00   0.8275070E+00
       7   0.8599106E-02   0.8494625E+00   0.8165947E+00
       8   0.1375224E-01   0.8056871E+00   0.8014392E+00
       9   0.2131802E-01   0.7739949E+00   0.7909467E+00
      10   0.3130183E-01   0.7374183E+00   0.7778709E+00
      11   0.4396965E-01   0.6947937E+00   0.7634691E+00
      12   0.5878577E-01   0.6466911E+00   0.7404023E+00
      13   0.7759452E-01   0.6075635E+00   0.7205613E+00
      14   0.9931982E-01   0.5667362E+00   0.7004254E+00
      15   0.1254978E+00   0.5273742E+00   0.6732954E+00
      16   0.1543401E+00   0.4927498E+00   0.6471000E+00
      17   0.1869776E+00   0.4573637E+00   0.6160575E+00
      18   0.2205058E+00   0.4213862E+00   0.5763953E+00
      19   0.2605230E+00   0.3926508E+00   0.5380963E+00
      20   0.3014699E+00   0.3706221E+00   0.4949945E+00
      21   0.3459722E+00   0.3457630E+00   0.4580317E+00
      22   0.3920114E+00   0.3229860E+00   0.4028721E+00
      23   0.4369070E+00   0.3057365E+00   0.3492653E+00
      24   0.4863960E+00   0.2892989E+00   0.2961449E+00
      25   0.5387123E+00   0.2803723E+00   0.2360806E+00
      26   0.5819023E+00   0.2678386E+00   0.1811439E+00
      27   0.6312680E+00   0.2596807E+00   0.1298593E+00
      28   0.6875840E+00   0.2542958E+00   0.7151022E-01
      29   0.7332411E+00   0.2500027E+00   0.2295072E-01
      30   0.7744286E+00   0.2444468E+00  -0.3012930E-01
      31   0.8181188E+00   0.2409473E+00  -0.7178723E-01
      32   0.8589152E+00   0.2382801E+00  -0.1030489E+00
      33   0.9056351E+00   0.2355053E+00  -0.1499230E+00
      34   0.9347548E+00   0.2325683E+00  -0.1802489E+00
      35   0.9604117E+00   0.2273903E+00  -0.2065481E+00
      36   0.9981805E+00   0.2230951E+00  -0.2278186E+00
      37   0.1017284E+01   0.2181155E+00  -0.2515023E+00
      38   0.1038074E+01   0.2110680E+00  -0.2652503E+00
      39   0.1054492E+01   0.2021990E+00  -0.2811770E+00
      40   0.1062815E+01   0.1929501E+00  -0.2819879E+00
      41   0.1074813E+01   0.1824689E+00  -0.2918956E+00
      42   0.1078581E+01   0.1723526E+00  -0.2885549E+00
      43   0.1074753E+01   0.1590472E+00  -0.2890886E+00
      44   0.1081855E+01   0.1474095E+00  -0.2914054E+00
      45   0.1075101E+01   0.1299187E+00  -0.2767279E+00
      46   0.1068547E+01   0.1162268E+00  -0.2674979E+00
      47   0.1044103E+01   0.8589817E-01  -0.2195210E+00
      48   0.1041102E+01   0.7449470E-01  -0.2126628E+00
      49   0.1027928E+01   0.5577588E-01  -0.1736185E+00
      50   0.1044145E+01   0.6666373E-01  -0.2095573E+00
      51   0.1048236E+01   0.6709981E-01  -0.2164085E+00
      52   0.1055254E+01   0.8063713E-01  -0.2466406E+00
      53   0.1067898E+01   0.8180982E-01  -0.2477406E+00
      54   0.1067265E+01   0.8461854E-01  -0.2521229E+00
      55   0.1066281E+01   0.8397084E-01  -0.2529879E+00
      56   0.1062969E+01   0.8446301E-01  -0.2538583E+00
      57   0.1060780E+01   0.8266628E-01  -0.2485114E+00
      58   0.1067443E+01   0.8220438E-01  -0.2460021E+00
      59   0.1055779E+01   0.8002319E-01  -0.2386167E+00
      60   0.1056527E+01   0.7822918E-01  -0.2318717E+00
      61   0.1056147E+01   0.7663387E-01  -0.2275208E+00
      62   0.1051460E+01   0.7476379E-01  -0.2229213E+00
      63   0.1045520E+01   0.7209200E-01  -0.2147306E+00
      64   0.1034437E+01   0.7041725E-01  -0.2064153E+00
      65   0.1039210E+01   0.6754694E-01  -0.2023774E+00
      66   0.1035985E+01   0.6545036E-01  -0.1943670E+00
      67   0.1028979E+01   0.6368387E-01  -0.1881548E+00
      68   0.1030451E+01   0.6185582E-01  -0.1835264E+00
      69   0.1036139E+01   0.5969405E-01  -0.1785565E+00
      70   0.1026513E+01   0.5808173E-01  -0.1756688E+00
      71   0.1028506E+01   0.5646854E-01  -0.1704628E+00
      72   0.1027237E+01   0.5460764E-01  -0.1668352E+00
      73   0.1025975E+01   0.5360972E-01  -0.1648368E+00
      74   0.1021411E+01   0.5243990E-01  -0.1664974E+00
      75   0.1022692E+01   0.5173694E-01  -0.1613603E+00
      76   0.1028610E+01   0.5077294E-01  -0.1613538E+00
      77   0.1024298E+01   0.5038249E-01  -0.1629790E+00
      78   0.1024907E+01   0.4996107E-01  -0.1657710E+00
      79   0.1023442E+01   0.4941933E-01  -0.1647911E+00
      80   0.1024996E+01   0.4915880E-01  -0.1664280E+00
      81   0.1026354E+01   0.4834399E-01  -0.1703838E+00
      82   0.1033821E+01   0.4797464E-01  -0.1656980E+00
      83   0.1028758E+01   0.4720488E-01  -0.1711302E+00
      84   0.1030892E+01   0.4689004E-01  -0.1761662E+00
      85   0.1031544E+01   0.4587409E-01  -0.1740574E+00
      86   0.1034385E+01   0.4538070E-01  -0.1776363E+00
      87   0.1032214E+01   0.4436486E-01  -0.1782036E+00
      88   0.1032110E+01   0.4339974E-01  -0.1775969E+00
      89   0.1031325E+01   0.4232045E-01  -0.1760556E+00
      90   0.1029779E+01   0.4111880E-01  -0.1768750E+00
      91   0.1032301E+01   0.3949905E-01  -0.1740929E+00
      92   0.1028418E+01   0.3792455E-01  -0.1691363E+00
      93   0.1028014E+01   0.3527084E-01  -0.1682809E+00
      94   0.1026284E+01   0.3295539E-01  -0.1629902E+00
      95   0.1024919E+01   0.2861884E-01  -0.1532904E+00
      96   0.1019543E+01   0.2528680E-01  -0.1413389E+00
      97   0.1016047E+01   0.1752517E-01  -0.1140047E+00
      98   0.1014613E+01   0.1604598E-01  -0.1077839E+00
      99   0.1009208E+01   0.1436933E-01  -0.1013604E+00
     100   0.1016300E+01   0.1949078E-01  -0.1275122E+00
     101   0.1020013E+01   0.2051451E-01  -0.1272181E+00
     102   0.1017430E+01   0.2327579E-01  -0.1375208E+00
     103   0.1021380E+01   0.2389601E-01  -0.1435007E+00
     104   0.1019909E+01   0.2493368E-01  -0.1455487E+00
     105   0.1021411E+01   0.2511314E-01  -0.1439353E+00
     106   0.1020745E+01   0.2547211E-01  -0.1460586E+00
     107   0.1028503E+01   0.2539741E-01  -0.1456205E+00
     108   0.1016430E+01   0.2530508E-01  -0.1441011E+00
     109   0.1019467E+01   0.2525218E-01  -0.1406905E+00
     110   0.1020209E+01   0.2495791E-01  -0.1408947E+00
     111   0.1021801E+01   0.2462120E-01  -0.1398862E+00
     112   0.1021819E+01   0.2428352E-01  -0.1375128E+00
     113   0.1018169E+01   0.2369037E-01  -0.1339504E+00
     114   0.1013856E+01   0.2319620E-01  -0.1303446E+00
     115   0.1017378E+01   0.2259757E-01  -0.1293897E+00
     116   0.1012887E+01   0.2203591E-01  -0.1262668E+00
     117   0.1016790E+01   0.2147829E-01  -0.1225701E+00
     118   0.1017662E+01   0.2098992E-01  -0.1195329E+00
     119   0.1014072E+01   0.2031077E-01  -0.1182255E+00
     120   0.1014813E+01   0.1975221E-01  -0.1186491E+00
     121   0.1012201E+01   0.1921389E-01  -0.1150384E+00
     122   0.1012437E+01   0.1875905E-01  -0.1118772E+00
     123   0.1014153E+01   0.1834564E-01  -0.1120124E+00
     124   0.1010854E+01   0.1804280E-01  -0.1099607E+00
     125   0.1010129E+01   0.1770471E-01  -0.1109262E+00
     126   0.1012221E+01   0.1762944E-01  -0.1112309E+00
     127   0.1011377E+01   0.1743513E-01  -0.1094355E+00
     128   0.1010698E+01   0.1762342E-01  -0.1108970E+00
     129   0.1011426E+01   0.1729880E-01  -0.1114523E+00
     130   0.1013514E+01   0.1741742E-01  -0.1126093E+00
     131   0.1010514E+01   0.1738377E-01  -0.1126021E+00
     132   0.1013119E+01   0.1748332E-01  -0.1153128E+00
     133   0.1014048E+01   0.1746978E-01  -0.1176686E+00
     134   0.1015524E+01   0.1743469E-01  -0.1182897E+00
     135   0.1015413E+01   0.1728281E-01  -0.1192628E+00
     136   0.1012166E+01   0.1714181E-01  -0.1175360E+00
     137   0.1015934E+01   0.1678678E-01  -0.1184072E+00
     138   0.1010434E+01   0.1634838E-01  -0.1182264E+00
     139   0.1016727E+01   0.1583244E-01  -0.1140951E+00
     140   0.1013742E+01   0.1528816E-01  -0.1144804E+00
