       2   0.4745411E-04   0.9727991E+00   0.9354347E+00
       3   0.1888370E-03   0.9619189E+00   0.9378823E+00
       4   0.5348246E-03   0.9386654E+00   0.9202178E+00
       5   0.1217377E-02   0.9388139E+00   0.9219016E+00
       6   0.2382241E-02   0.8928672E+00   0.9023116E+00
       7   0.4271401E-02   0.8877294E+00   0.8990057E+00
       8   0.8205665E-02   0.8647320E+00   0.8150998E+00
       9   0.1255949E-01   0.8268739E+00   0.8022844E+00
      10   0.2064021E-01   0.7923791E+00   0.7236866E+00
      11   0.2926594E-01   0.7618834E+00   0.7156959E+00
      12   0.4197327E-01   0.7238352E+00   0.6713788E+00
      13   0.5548236E-01   0.6886568E+00   0.6539093E+00
      14   0.7356596E-01   0.6561088E+00   0.6106433E+00
      15   0.9290027E-01   0.6249050E+00   0.5902457E+00
      16   0.1189419E+00   0.5923236E+00   0.5424591E+00
      17   0.1439947E+00   0.5604704E+00   0.5150134E+00
      18   0.1774558E+00   0.5352857E+00   0.4678149E+00
      19   0.2073713E+00   0.5098208E+00   0.4293337E+00
      20   0.2477751E+00   0.4884772E+00   0.3790170E+00
      21   0.2882101E+00   0.4704556E+00   0.3342008E+00
      22   0.3321278E+00   0.4529241E+00   0.2784604E+00
      23   0.3785618E+00   0.4287710E+00   0.2356458E+00
      24   0.4292703E+00   0.4241743E+00   0.1713338E+00
      25   0.4782908E+00   0.4087862E+00   0.1242163E+00
      26   0.5343880E+00   0.4079685E+00   0.6689259E-01
      27   0.5858712E+00   0.4000530E+00   0.1648124E-01
      28   0.6432130E+00   0.3983559E+00  -0.3688166E-01
      29   0.6947387E+00   0.3931041E+00  -0.8001222E-01
      30   0.7475620E+00   0.3953669E+00  -0.1298296E+00
      31   0.8007454E+00   0.3945749E+00  -0.1695292E+00
      32   0.8591855E+00   0.3977238E+00  -0.2190558E+00
      33   0.9022941E+00   0.3971095E+00  -0.2502632E+00
      34   0.9535493E+00   0.3977754E+00  -0.2829979E+00
      35   0.9918709E+00   0.3958019E+00  -0.3109882E+00
      36   0.1042645E+01   0.3989678E+00  -0.3409818E+00
      37   0.1074763E+01   0.3934252E+00  -0.3595981E+00
      38   0.1106086E+01   0.3887127E+00  -0.3760714E+00
      39   0.1142377E+01   0.3795073E+00  -0.3884305E+00
      40   0.1155617E+01   0.3722098E+00  -0.3967255E+00
